"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"MSC","TAM_CLEC_LAM","COMP","CD47",0.0051981608056084,0,"COMP_CD47","COMP - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"T_NK","TAM_CLEC_LAM","HLA-DPA1","CD4",0.00514589097034948,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_CLEC_LAM","HLA-DMA","CD4",0.00513679594100329,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TIM","RETN","CAP1",0.00508667659944056,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"Osteoclast","TAM_other","LGALS9","PTPRC",0.00505218086035791,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TAM_CLEC_LAM","RETN","CAP1",0.00503394662309659,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"Endothelial","TAM_CLEC_LAM","HLA-DRB1","CD4",0.00493291349662346,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MSC","TAM_other","COMP","CD47",0.00489936481241689,0,"COMP_CD47","COMP - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Endothelial","TAM_CLEC_LAM","HLA-DRA","CD4",0.00478441653023425,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_other","RETN","CAP1",0.00474982875448198,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"MSC","TAM_CLEC_LAM","MDK","LRP1",0.00470822978904086,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"T_NK","TAM_other","HLA-DPB1","CD4",0.00470679752460173,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","TAM_CLEC_LAM","C3","ITGAX_ITGB2",0.00466334504938834,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Osteoclast","TAM_CLEC_LAM","HLA-DRA","CD4",0.00465041887043464,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TIM","LGALS9","PTPRC",0.0046250310019532,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TAM_CLEC_LAM","LGALS9","PTPRC",0.00454613407183448,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TAM_CLEC_LAM","HLA-DQA1","CD4",0.00454558601451021,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_NK","TAM_other","HLA-DRB1","CD4",0.0045406626837292,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_NK","TAM_other","HLA-DRA","CD4",0.00450820057807771,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MSC","TIM","THBS2","CD36",0.00447874786320646,0,"THBS2_CD36","THBS2 - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"T_NK","TAM_other","HLA-DPA1","CD4",0.00432351278468247,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_other","HLA-DMA","CD4",0.00431586495001238,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_CLEC_LAM","C3","ITGAX_ITGB2",0.00430567789082643,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LAIR1","LILRB4",0.00429944615117715,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"Osteoclast","TAM_CLEC_LAM","HLA-DPB1","CD4",0.00420133167606406,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_CLEC_LAM","HLA-DQA2","CD4",0.0042004644098575,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TIM","LGALS9","PTPRC",0.00419558052691723,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TIM","LGALS9","P4HB",0.00417695588946059,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TAM_CLEC_LAM","HLA-DQA1","CD4",0.00416818237552249,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelial","TAM_other","HLA-DRB1","CD4",0.00414443000208505,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","P4HB",0.00414435824410273,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TIM","LGALS9","PTPRC",0.00402659939900751,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Endothelial","TAM_other","HLA-DRA","CD4",0.0040195731081463,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TIM","MDK","NCL",0.00397261833933951,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"T_NK","TAM_CLEC_LAM","ANXA1","FPR3",0.00393050329952922,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_other","HLA-DRA","CD4",0.00390691240646296,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","LGALS9","P4HB",0.00387724207632879,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TAM_other","HLA-DQA1","CD4",0.0038187758669794,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TIM","LGALS9","P4HB",0.00378895239907497,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"MSC","TAM_CLEC_LAM","THBS2","CD47",0.00378158336005746,0,"THBS2_CD47","THBS2 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"TAM_other","TAM_CLEC_LAM","LGALS9","P4HB",0.00375937136498613,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","TAM_CLEC_LAM","ICAM1","ITGAX_ITGB2",0.00375148913022287,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"TIM","TAM_CLEC_LAM","ICAM1","ITGAX_ITGB2",0.00369294568405585,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"MSC","TAM_CLEC_LAM","HLA-DRB1","CD4",0.00368556647459535,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","TAM_CLEC_LAM","ANXA1","FPR3",0.00367591142987908,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_other","APP","SORL1",0.00366099280345082,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"TIM","TIM","LGALS9","P4HB",0.00363628881485298,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","TAM_CLEC_LAM","LAIR1","LILRB4",0.00362228751065615,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"TIM","TAM_CLEC_LAM","LGALS9","P4HB",0.00360789533636887,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Endothelial","TAM_CLEC_LAM","GAS6","AXL",0.00359739587196999,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"TAM_CLEC_LAM","TAM_CLEC_LAM","HLA-DQA2","CD4",0.00357605699837911,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","LAIR1","LILRB4",0.00356864463916567,0,"LAIR1_LILRB4","LAIR1 - LILRB4","LAIR1","Cell-Cell Contact","PMID:19283782"
"MSC","TAM_other","THBS2","CD47",0.00356392208070198,0,"THBS2_CD47","THBS2 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","TAM_other","HLA-DPB1","CD4",0.00352937043870159,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_other","HLA-DQA2","CD4",0.00352864139157847,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
