,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
LYPD2,0.05693233617221231,0.003223850303947571,0.01797067547686938,0.019067917227051544,0.09463368022837117
S100P,0.05679556697031605,0.003298527816253968,0.0183262046868666,0.018930753876455073,0.09449769439680152
THBS1,0.056492362557278145,0.0034697256439257178,0.01916751573667227,0.018626680755078284,0.09419622162487705
ARRB1,0.05609962358593203,0.0037034817630557564,0.020228313066380593,0.01823282696303588,0.09380571535905294
DNAJC5,0.05594835655339355,0.003797267495496274,0.0206243744363229,0.018081133681795147,0.09365530517865354
NISCH,0.05591230998831071,0.0038199322501008505,0.02063189034246671,0.018044985799890875,0.0936194625453957
CX3CR1,0.054895817647272006,0.004511844574148383,0.0239029142876331,0.01702567713680848,0.09260868072227293
RHOB,0.054340921583135034,0.004935686793426234,0.025795947958095602,0.016469276874173454,0.09205686919115892
ZNF217,0.054022749460483244,0.005194638966004312,0.027003766635609546,0.016150252838260354,0.0917404552606849
SULT1A1,0.05394221232031485,0.005262102368247502,0.027187749142974345,0.01606950128096696,0.09166036195393977
CYP27A1,0.053608593413182005,0.005550067405122157,0.02846979020775625,0.01573499942944964,0.0913285763946194
RP11-597D13.9,0.053483015227758966,0.00566209061869294,0.028831197942633648,0.01560909108916472,0.09120368613403258
LFNG,0.05309626326809177,0.006020014717566314,0.03039793889937782,0.015221329874095938,0.0908190453701721
APOBR,0.05239155423243387,0.006724932832871489,0.033694172514051206,0.014514811142327522,0.09011815425073216
GLT1D1,0.05193008064032561,0.0072258516621469815,0.03611063498170876,0.014052172975947231,0.08965916054434296
MEFV,0.05185960668374602,0.007305226713175244,0.036413456547164005,0.01398152259877789,0.08958906389299043
TNFRSF8,0.05136374187025539,0.007886175776853696,0.03900840518193704,0.013484427157237187,0.08909584328555063
RP11-274B18.2,0.051059506299404006,0.008262760900179687,0.04053963841859942,0.013179445807989628,0.08879322089513036
NBR1,0.051046376436062586,0.008279369166459707,0.04053963841859942,0.013166283917811746,0.0887801604948412
NLRC4,0.05080899156813455,0.00858483477158111,0.041698705992084736,0.012928322276190361,0.08854402926475444
PPM1M,0.05048235675856857,0.009021596526064424,0.04340663936486084,0.012600900856141123,0.08821911249197371
PLEC,0.05019675805169248,0.009419619629466636,0.045097882621076064,0.012314621019529851,0.08793500939928765
KDM1B,0.050097978009193536,0.009560883722977207,0.04566146191835666,0.012215606840058955,0.08783674521597755
