,TAM_corr,TAM_pval,TAM_qval,TAM_ci_low,TAM_ci_high
AMPH,-0.017638562205382305,0.24600172689303346,0.47756108234420586,-0.047407488644580685,0.012161669047410237
GUCY2C,-0.017644012180710253,0.24585580484362346,0.47756108234420586,-0.04741292806267586,0.012156218181414814
SNORD3B-1,-0.0176678510743686,0.2452182360411035,0.47697351010347966,-0.047436720756887714,0.012132375371045435
NFIL3,-0.0176870051630311,0.24470680256834376,0.47644582560902266,-0.04745583770071654,0.012113218110829655
TMEM110,-0.017744652043138652,0.24317208957064118,0.474388815838891,-0.04751337265672562,0.012055561553494683
FBXL6,-0.017786934227542916,0.24205073271796018,0.4726659977484577,-0.047555572622728075,0.012013272145173245
CTC-479C5.12,-0.01779193410506072,0.24191837284270568,0.4726659977484577,-0.04756056277087596,0.012008271406377323
ACPL2,-0.017797047812681894,0.24178305225022445,0.4726659977484577,-0.047565666526085716,0.012003156816327715
CELA1,-0.017810976868782434,0.24141472709856882,0.4726659977484577,-0.0475795684652645,0.011989225348701754
DENND4B,-0.01783390311346588,0.24080934987796554,0.47210054363427234,-0.04760245005229376,0.011966295109625266
MFGE8,-0.017899410174779494,0.2390855002049993,0.470114600997739,-0.047667829341314326,0.011900776462431343
MBD3,-0.01794098716362126,0.23799590604497423,0.4684363865012191,-0.04770932510143104,0.011859191987348486
TAF1C,-0.017942440743485097,0.23795787607641972,0.4684363865012191,-0.0477107758395853,0.011857738143892073
KIAA2013,-0.01797135043874467,0.23720240336534149,0.46780275176624003,-0.04773962899107965,0.011828823179968678
LINC01001,-0.01800449224662529,0.23633842247330572,0.4670273209034248,-0.0477727059165912,0.01179567527082541
BTBD11,-0.018014844814062275,0.2360689956797929,0.4669600074064897,-0.04778303820322124,0.0117853207841006
SLC44A2,-0.01802206375088809,0.2358812505474438,0.4669600074064897,-0.047790242994291174,0.011778100505156404
VENTX,-0.01804271100558212,0.23534485391264215,0.4664577324302518,-0.04781084977287754,0.011757449394645549
PSD4,-0.01805154263588348,0.23511568000239236,0.4664577324302518,-0.04781966408224305,0.011748616107299686
KDM5C,-0.018057867633603626,0.2349516483246038,0.4664577324302518,-0.0478259766722833,0.0117422899199865
AC132872.2,-0.018079448680191464,0.2343925779017022,0.4663837203087841,-0.047847515365666275,0.011720704796522027
ZC3H12C,-0.018133206333084215,0.2330040499025099,0.4641365813319072,-0.04790116739780233,0.011666936867514244
NLRC5,-0.01814130277043194,0.23279543010329395,0.4641365813319072,-0.04790924791272998,0.01165883886754975
RGL4,-0.018143894585665215,0.23272867514707196,0.4641365813319072,-0.04791183463008689,0.011656246551268783
CDH23,-0.01819434310610845,0.2314320226208687,0.46239791830795923,-0.04796218384313181,0.011605788198375893
C1orf228,-0.018214406142424987,0.23091778075367597,0.46183556150735194,-0.047982207343523,0.011585721209580707
GPR162,-0.018228335275691673,0.23056123650078952,0.46158778326696914,-0.047996109014172415,0.011571789318115498
CLPTM1L,-0.018266858996126453,0.22957718150822548,0.46056365731711213,-0.04803455672135869,0.011533257909099075
XXcos-LUCA11.4,-0.018277156725857585,0.22931464157594594,0.46056365731711213,-0.04804483411713792,0.011522958109152352
RP11-448A19.1,-0.018285775508004205,0.2290950705207816,0.46056365731711213,-0.048053435875746196,0.011514337589458114
CRIPAK,-0.01830245801722162,0.22867049395616412,0.46056365731711213,-0.04807008542166969,0.011497651704459579
NPTN,-0.018353298259691158,0.22738004399220724,0.4593910461105287,-0.04812082510589628,0.011446801071882132
WBP1,-0.018389336023011668,0.22646846528750264,0.45801573407788504,-0.0481567914961381,0.011410755850252221
SLC46A2,-0.018397435553566287,0.22626394604810973,0.45801573407788504,-0.048164874974883504,0.011402654632774525
FCAR,-0.01843095800521636,0.22541887983152342,0.45682436934192283,-0.0481983309496132,0.011369125157661378
RP11-597D13.9,-0.018439821723798308,0.22519581174046632,0.45682436934192283,-0.048207177079773955,0.011360259570793663
SH3GLB2,-0.01853226229314311,0.2228788009279552,0.45286994656766927,-0.048299433939490086,0.011267799237696665
RAB27A,-0.01857071899790812,0.22191992882152967,0.4525068230029958,-0.048337814068614114,0.01122933416081179
SRF,-0.018630891562653212,0.2204255299162151,0.45038542878864135,-0.048397866640360734,0.011169148319393852
C2orf68,-0.0186462861427059,0.22004436379080294,0.45007012140304437,-0.04841323048677112,0.0111537503079435
TECPR1,-0.018787570584078386,0.21656825627099563,0.4443344575404915,-0.04855423221093724,0.011012433714724658
TPRN,-0.018791476166364552,0.21647272914692361,0.4443344575404915,-0.04855812996110727,0.011008527226744197
VCL,-0.01881287271593559,0.21594992619927755,0.4443344575404915,-0.048579483586708584,0.010987125699226866
GMEB2,-0.018843284398227342,0.21520841235435073,0.4438128376999245,-0.048609834212802724,0.01095670689462201
OSBPL5,-0.01895157583208614,0.21258288707631579,0.4388807991252971,-0.04871790778834667,0.010848389651403887
CAMKK2,-0.0189678287996767,0.21219083819080342,0.43852773226099373,-0.04873412799842215,0.010832132749846606
KLHL2,-0.018968815018593873,0.21216706574687916,0.43852773226099373,-0.048735112229130566,0.010831146291712074
RFWD2,-0.018994389492829927,0.21155127393360573,0.43811871344913755,-0.0487606351252628,0.010805565593874548
PSKH1,-0.019118689984900364,0.20857670808689777,0.4328621222221811,-0.04888468437690013,0.010681234297524156
ZNF787,-0.01916228803411238,0.20754059873389752,0.43116287736968867,-0.04892819408670704,0.010637625225526255
TMEM259,-0.019167402044180073,0.20741930906776473,0.43116287736968867,-0.048933297727243,0.01063250991506799
RP1-313I6.12,-0.01922894938981799,0.2059636126384724,0.4287846878013948,-0.048994720153169816,0.010570946796829702
PRKCD,-0.01927097876135325,0.20497382002513098,0.4276215130703048,-0.049036664090331895,0.01052890652471333
SNAPC4,-0.019350583000133537,0.20310862097352644,0.42462329189828923,-0.04911610622744317,0.010449281351352802
PNPLA6,-0.019363797570681993,0.20280019118900394,0.42442571658120654,-0.04912929385212254,0.010436063269019167
CKAP4,-0.019413035720061554,0.2016539691147431,0.42247251818759274,-0.04917843150847098,0.010386811942857647
CPAMD8,-0.01941422039072189,0.20162644928229634,0.42247251818759274,-0.04917961375949232,0.0103856269533825
IQSEC1,-0.019414912641164548,0.20161036961082068,0.42247251818759274,-0.049180304596004545,0.010384934516604858
PLEC,-0.019472689021729706,0.20027162573455426,0.42090985747601234,-0.04923796286718608,0.01032714248347757
AMFR,-0.01955101529710697,0.19846709213029512,0.418002877692681,-0.04931612870727009,0.010248794670351226
SLC25A29,-0.019552937520746,0.1984229565352713,0.418002877692681,-0.049318046989044885,0.010246871913549395
NFE2,-0.019569350043349892,0.19804640566396214,0.418002877692681,-0.049334425845886376,0.010230454829668157
CITED4,-0.019640704846803348,0.19641539231510607,0.41500334222914853,-0.049405634098549304,0.01015908000893445
KCNJ2,-0.019690137404901813,0.19529125403065406,0.41315429317542274,-0.049454964953045445,0.01010963340539098
FBN2,-0.019737571824503853,0.194216995286685,0.41167363103502463,-0.0495023016435224,0.010062185371064923
GLI4,-0.019755709207898115,0.19380738134483877,0.4112447535702247,-0.0495204016231293,0.010044042746376944
HIST1H1B,-0.01978592324703587,0.1931264369905179,0.4106782968801581,-0.049550553310007156,0.010013819932501167
RAB24,-0.01981649244793656,0.19243927778953096,0.409656144994023,-0.049581059370492994,0.00998324179830808
LINC01063,-0.01985954887209845,0.19147447011141971,0.4080401167573112,-0.04962402676779319,0.009940172697158463
P2RX5,-0.019862215827030273,0.19141482622346662,0.4080401167573112,-0.049626688204694985,0.009937504953365886
ITPR3,-0.01986746066334608,0.19129757034906558,0.4080401167573112,-0.04963192218801421,0.00993225856443829
JAK3,-0.01992085260502798,0.19010692143682484,0.4068739289435388,-0.04968520355418076,0.009878850723954499
AC137934.1,-0.019937231594369602,0.18974276319501393,0.40653309090594775,-0.04970154858843174,0.009862466823276166
CHPT1,-0.020043003858898314,0.1874034651862745,0.4020879944361813,-0.04980710119380422,0.0097566624570208
ZER1,-0.020066510768220545,0.18688648071919933,0.4020879944361813,-0.04983055919560675,0.009733148322762413
LMO2,-0.020186613841337325,0.18426149463471286,0.396932470526895,-0.04995041187464643,0.009613007821167216
TBC1D10B,-0.020227207402363074,0.18338047522324075,0.39546398135098876,-0.04999092061130727,0.009572401415183507
RP11-497H16.9,-0.02033415318131814,0.18107432661947687,0.39134146406649467,-0.050097642447363096,0.00946542132499824
P2RY8,-0.02034503997976683,0.18084077905682938,0.39126292873364177,-0.050108506410897855,0.009454530995501169
KLHL18,-0.02036330423974704,0.1804494697724517,0.39084251968181677,-0.050126732346017326,0.009436260795772637
RP11-544A12.8,-0.020366481668263974,0.18038145804285588,0.39084251968181677,-0.050129903105143946,0.009433082331887516
FRAT2,-0.020373518945521748,0.18023089538007675,0.39084251968181677,-0.05013692560909204,0.009426042759382379
TRIM7,-0.020462265142159975,0.1783401713867686,0.387968092139637,-0.05022548524885118,0.009337267364178161
FAM173A,-0.020475111503256194,0.1780677085275103,0.3878005858601322,-0.05023830456632685,0.009324416737554329
ALYREF,-0.020485457642165302,0.17784849897397614,0.3877488153454601,-0.05024862891784856,0.009314067156139782
EXT1,-0.020502323827113478,0.1774915760786,0.3873963552694636,-0.050265459571551506,0.009297195345562085
ST6GALNAC3,-0.020520354735221548,0.1771105952405737,0.3869905517150862,-0.05028345247604749,0.009279158404572264
RHOB,-0.020551819606329295,0.17644722283445335,0.3863921524321804,-0.050314850982604235,0.009247682959328292
