,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
STK17A,-0.010726584439185059,0.5857745650447349,0.9999402028067165,-0.04926635576564453,0.02784508161916076
DDIT3,-0.010742779407715602,0.585208748186278,0.9999402028067165,-0.04928251327516368,0.02782889733510866
S100Z,-0.01077107054470836,0.5842209268445719,0.9999402028067165,-0.04931073892627266,0.027800624814409425
RP11-452H21.4,-0.010812806555017094,0.5827650779557861,0.9999402028067165,-0.049352378217274256,0.0277589161547948
AC079305.10,-0.010891066745014366,0.5800397500087838,0.9999402028067165,-0.04943045668546344,0.027680706888707236
IL23A,-0.010892230992616162,0.5799992514307395,0.9999402028067165,-0.04943161822610193,0.027679543395116593
RAB3D,-0.010909724355750617,0.5793909009518106,0.9999402028067165,-0.04944907090329953,0.027662061348768745
RELB,-0.010962081401815099,0.5775719188456734,0.9999402028067165,-0.04950130603709347,0.02760973803247598
GAK,-0.010973531718595764,0.5771744716240312,0.9999402028067165,-0.049512729663959414,0.027598295064121012
R3HDM4,-0.011047144475404915,0.5746224091438493,0.9999402028067165,-0.049586170593618695,0.02752472930808628
SPATA13,-0.011081862134324744,0.573420645486493,0.9999402028067165,-0.04962080706983621,0.02749003367094057
HOMER3,-0.011090355203768072,0.5731268363543106,0.9999402028067165,-0.0496292802652359,0.027481545974591678
SOS2,-0.011109538897653247,0.5724634586428514,0.9999402028067165,-0.04964841904827096,0.027462374396697613
SMARCD3,-0.011145215355827418,0.5712307261500127,0.9999402028067165,-0.04968401190920526,0.02742672039551954
BNIP3,-0.01116033216490708,0.5707087744266437,0.9999402028067165,-0.049699093266983144,0.02741161307230399
AP003733.1,-0.011169274319145835,0.5704001274726278,0.9999402028067165,-0.04970801444218692,0.027402676521012154
AC017002.1,-0.011188404001172983,0.5697401153368329,0.9999402028067165,-0.04972709922374505,0.027383558804498123
RP11-796E2.4,-0.011227398079865619,0.5683958704751307,0.9999402028067165,-0.049766001689852075,0.027344589029012708
ADM,-0.01128365965723896,0.5664590368623701,0.9999402028067165,-0.049822130880346295,0.027288362310266594
RP11-138A9.2,-0.011383038173719313,0.5630456296912705,0.9999402028067165,-0.04992127495843749,0.02718904477055434
CPEB2,-0.011398740538903059,0.5625072005334608,0.9999402028067165,-0.049936940211550776,0.02717335197037563
C11orf21,-0.011408148326916164,0.5621847294868587,0.9999402028067165,-0.04994632575545473,0.027163949903954678
TMEM107,-0.011414628761957936,0.5619626513274545,0.9999402028067165,-0.04995279086396588,0.02715747340618926
DENND4B,-0.01145612978709274,0.5605414570427759,0.9999402028067165,-0.049994193660675215,0.027115997518794798
F13A1,-0.01147377260344954,0.5599378097356813,0.9999402028067165,-0.05001179467827603,0.027098365348704384
SCO2,-0.011482243551560354,0.559648088992216,0.9999402028067165,-0.05002024554880098,0.02708989950371896
CES1,-0.011486488583939308,0.559502929044294,0.9999402028067165,-0.05002448051765653,0.02708565702657976
NNMT,-0.011535995321255788,0.5578113828710386,0.9999402028067165,-0.05007386978906751,0.02703617998657804
SERTAD1,-0.011581239939164753,0.5562676423518294,0.9999402028067165,-0.050119006889069936,0.026990962344009793
PLIN2,-0.011617618902227088,0.5550279088640986,0.9999402028067165,-0.05015529928811636,0.02695460495600408
MPP7,-0.011630700268993845,0.5545824480748127,0.9999402028067165,-0.05016834950279439,0.02694153132238106
SNORD3B-2,-0.011637713433503777,0.5543437002086843,0.9999402028067165,-0.050175345960670234,0.026934522298320236
ECE1,-0.011653862572332597,0.5537941291938618,0.9999402028067165,-0.050191456614928964,0.026918382679237813
HIST2H2AA3,-0.011670203367780432,0.5532383074119483,0.9999402028067165,-0.05020775844866103,0.026902051496046752
GIGYF1,-0.011680436898131367,0.5528903595533232,0.9999402028067165,-0.050217967568525174,0.026891823974949734
LINC00877,-0.011702070846365176,0.5521551419151104,0.9999402028067165,-0.050239549885848875,0.02687020270385385
ZNF467,-0.011741085006057235,0.5508304811181173,0.9999402028067165,-0.050278470844577434,0.02683121131459149
RP11-1143G9.4,-0.011741979320772516,0.5508001344786737,0.9999402028067165,-0.05027936302149111,0.0268303175204627
FCAR,-0.01176387136963435,0.5500575314951199,0.9999402028067165,-0.050301202719642286,0.026808438195873967
CLEC4D,-0.011784226360533875,0.5493675096688897,0.9999402028067165,-0.05032150900235069,0.026788095002711183
LPAR6,-0.01178431866946657,0.5493643814239548,0.9999402028067165,-0.05032160109032144,0.026788002747207905
MEFV,-0.011815586509943618,0.5483052551478197,0.9999402028067165,-0.0503527940465704,0.026756752967090538
MAP3K3,-0.011822873290412442,0.5480585770819656,0.9999402028067165,-0.05036006336492214,0.026749470384647204
IL1RL2,-0.011855933219354648,0.5469400940510615,0.9999402028067165,-0.050393044017417,0.026716429450607156
FFAR2,-0.011860297494785205,0.5467925263575026,0.9999402028067165,-0.05039739782120167,0.026712067676416013
SIAH2,-0.011884570901810972,0.5459721379186189,0.9999402028067165,-0.050421612959867704,0.02668780815408537
NISCH,-0.011885888897640619,0.5459276099820807,0.9999402028067165,-0.05042292779054895,0.026686490910865505
MIR210HG,-0.011932826548664595,0.544343015117166,0.9999402028067165,-0.05046975263437708,0.026639579975127715
DENND5A,-0.011934939840174635,0.5442717250832746,0.9999402028067165,-0.05047186084294066,0.026637467882433378
CPNE3,-0.011955207523367525,0.5435882481975487,0.9999402028067165,-0.050492079760307215,0.0266172116790844
COQ7,-0.011977999855563791,0.5428201440281155,0.9999402028067165,-0.050514817214413935,0.026594432218881216
SIRPB1,-0.011994625233297838,0.5422602079431784,0.9999402028067165,-0.05053140253730563,0.026577816205079163
TOPORS-AS1,-0.012002646396218952,0.5419901613396123,0.9999402028067165,-0.05053940436756587,0.02656979955230519
TNFRSF12A,-0.012020650026836988,0.5413842815500911,0.9999402028067165,-0.050557364587697086,0.026551806026720533
MGP,-0.012033548273445736,0.5409504221530046,0.9999402028067165,-0.05057023171863344,0.026538915004240007
HES1,-0.012070098411427851,0.539721925846754,0.9999402028067165,-0.05060669361373519,0.02650238526779606
HOTAIRM1,-0.01208595663629967,0.5391893453419188,0.9999402028067165,-0.05062251352019058,0.026486535862615932
TWISTNB,-0.012088503586533962,0.5391038334341358,0.9999402028067165,-0.05062505431439651,0.02648399032708306
LENG8,-0.012113197122254764,0.5382751190762252,0.9999402028067165,-0.0506496881394968,0.026459310481430732
FOLR3,-0.012136860399595918,0.5374815798740703,0.9999402028067165,-0.050673294153454757,0.02643566027886414
OSCAR,-0.012160851578485898,0.5366776445489972,0.9999402028067165,-0.050697227231506006,0.026411682311843983
APBB3,-0.012214437755305847,0.5348841771993776,0.9999402028067165,-0.050750683475718816,0.026358125484485333
PMP22,-0.012276638700225419,0.5328061782061806,0.9999402028067165,-0.05081273332254032,0.026295958329693565
CTD-2267D19.2,-0.012293474933926823,0.5322444187448943,0.9999402028067165,-0.050829528606618546,0.026279131190823174
ATG16L2,-0.01233735452483358,0.5307817376322985,0.9999402028067165,-0.05087330136975567,0.0262352752006797
MECP2,-0.012339505969811565,0.5307100738792143,0.9999402028067165,-0.050875447573090773,0.026233124909044038
PLK2,-0.0123848741331946,0.5292000225458675,0.9999402028067165,-0.0509207051214945,0.026187780983409317
HLA-DPB1,-0.012456969220324238,0.5268048831921864,0.9999402028067165,-0.050992624103452136,0.02611572408624341
