Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,negative regulation of macrophage derived foam cell differentiation (GO:0010745),1/13,0.0896867838913074,0.163867797679599,NFKBIA
GO_Biological_Process_2021,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166),1/13,0.0896867838913074,0.163867797679599,CD74
GO_Biological_Process_2021,negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102),1/13,0.0896867838913074,0.163867797679599,PPP1R15A
GO_Biological_Process_2021,negative regulation of alcohol biosynthetic process (GO:1902931),1/13,0.0896867838913074,0.163867797679599,PLEK
GO_Biological_Process_2021,response to UV-B (GO:0010224),1/13,0.0896867838913074,0.163867797679599,CDKN1A
GO_Biological_Process_2021,response to iron ion (GO:0010039),1/13,0.0896867838913074,0.163867797679599,B2M
GO_Biological_Process_2021,relaxation of cardiac muscle (GO:0055119),1/13,0.0896867838913074,0.163867797679599,GSN
GO_Biological_Process_2021,polyamine metabolic process (GO:0006595),1/13,0.0896867838913074,0.163867797679599,SAT1
GO_Biological_Process_2021,positive regulation of protein exit from endoplasmic reticulum (GO:0070863),1/13,0.0896867838913074,0.163867797679599,CD81
GO_Biological_Process_2021,positive regulation of calcium ion import (GO:0090280),1/13,0.0896867838913074,0.163867797679599,CCL3
GO_Biological_Process_2021,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824),1/13,0.0896867838913074,0.163867797679599,IL1B
GO_Biological_Process_2021,cellular potassium ion homeostasis (GO:0030007),1/13,0.0896867838913074,0.163867797679599,ATP1B3
GO_Biological_Process_2021,sterol metabolic process (GO:0016125),2/70,0.09060109091178,0.1652137540155988,INSIG1;LIPA
GO_Biological_Process_2021,positive regulation of cell-substrate adhesion (GO:0010811),2/70,0.09060109091178,0.1652137540155988,CALR;LIMS1
KEGG_2021_Human,Chemical carcinogenesis,4/239,0.0944451171058642,0.1652789549352624,RB1;JUN;HSP90AA1;HSP90AB1
GO_Biological_Process_2021,phosphatidylinositol-mediated signaling (GO:0048015),2/71,0.0928032615420611,0.1688983037849645,CSF1R;ZFP36L1
GO_Biological_Process_2021,negative regulation of neuron apoptotic process (GO:0043524),2/71,0.0928032615420611,0.1688983037849645,SOD2;LGMN
GO_Biological_Process_2021,heart process (GO:0003015),1/14,0.0962452906927208,0.1698446306342131,GPX1
GO_Biological_Process_2021,positive regulation of potassium ion transmembrane transporter activity (GO:1901018),1/14,0.0962452906927208,0.1698446306342131,ATP1B3
GO_Biological_Process_2021,relaxation of muscle (GO:0090075),1/14,0.0962452906927208,0.1698446306342131,GSN
GO_Biological_Process_2021,regulation of trophoblast cell migration (GO:1901163),1/14,0.0962452906927208,0.1698446306342131,CALR
GO_Biological_Process_2021,regulation of sensory perception of pain (GO:0051930),1/14,0.0962452906927208,0.1698446306342131,CCL3
GO_Biological_Process_2021,positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774),1/14,0.0962452906927208,0.1698446306342131,HLA-DRB1
GO_Biological_Process_2021,neuron fate commitment (GO:0048663),1/14,0.0962452906927208,0.1698446306342131,ID2
GO_Biological_Process_2021,negative regulation of viral transcription (GO:0032897),1/14,0.0962452906927208,0.1698446306342131,ZFP36
GO_Biological_Process_2021,negative regulation of secretion (GO:0051048),1/14,0.0962452906927208,0.1698446306342131,CD74
GO_Biological_Process_2021,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165),1/14,0.0962452906927208,0.1698446306342131,CD74
GO_Biological_Process_2021,NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356),1/14,0.0962452906927208,0.1698446306342131,NAMPT
GO_Biological_Process_2021,negative regulation of cell activation (GO:0050866),1/14,0.0962452906927208,0.1698446306342131,THBD
GO_Biological_Process_2021,negative regulation of coagulation (GO:0050819),1/14,0.0962452906927208,0.1698446306342131,THBD
GO_Biological_Process_2021,"negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)",1/14,0.0962452906927208,0.1698446306342131,CD74
GO_Biological_Process_2021,ceramide transport (GO:0035627),1/14,0.0962452906927208,0.1698446306342131,PLTP
GO_Biological_Process_2021,positive regulation of T cell receptor signaling pathway (GO:0050862),1/14,0.0962452906927208,0.1698446306342131,CD81
GO_Biological_Process_2021,positive regulation of transmembrane transport (GO:0034764),1/14,0.0962452906927208,0.1698446306342131,NR4A3
GO_Biological_Process_2021,positive regulation of SMAD protein signal transduction (GO:0060391),1/14,0.0962452906927208,0.1698446306342131,DAB2
GO_Biological_Process_2021,positive regulation of macrophage chemotaxis (GO:0010759),1/14,0.0962452906927208,0.1698446306342131,CSF1R
GO_Biological_Process_2021,positive regulation of long-term synaptic potentiation (GO:1900273),1/14,0.0962452906927208,0.1698446306342131,LGMN
GO_Biological_Process_2021,protein localization to vacuole (GO:0072665),1/14,0.0962452906927208,0.1698446306342131,CD81
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity (GO:0097202),1/14,0.0962452906927208,0.1698446306342131,LGMN
GO_Biological_Process_2021,cytoplasmic sequestering of transcription factor (GO:0042994),1/14,0.0962452906927208,0.1698446306342131,NFKBIA
GO_Biological_Process_2021,dicarboxylic acid catabolic process (GO:0043649),1/14,0.0962452906927208,0.1698446306342131,GLUL
GO_Biological_Process_2021,regulation of nitric-oxide synthase biosynthetic process (GO:0051769),1/14,0.0962452906927208,0.1698446306342131,NAMPT
GO_Biological_Process_2021,regulation of retinoic acid receptor signaling pathway (GO:0048385),1/14,0.0962452906927208,0.1698446306342131,CALR
GO_Biological_Process_2021,T-helper cell differentiation (GO:0042093),1/14,0.0962452906927208,0.1698446306342131,GPR183
GO_Biological_Process_2021,T cell differentiation in thymus (GO:0033077),1/14,0.0962452906927208,0.1698446306342131,ZFP36L1
GO_Biological_Process_2021,sodium-independent organic anion transport (GO:0043252),1/14,0.0962452906927208,0.1698446306342131,SLCO2B1
GO_Biological_Process_2021,vasodilation (GO:0042311),1/14,0.0962452906927208,0.1698446306342131,SOD2
GO_Biological_Process_2021,cell junction maintenance (GO:0034331),1/14,0.0962452906927208,0.1698446306342131,CSF1R
GO_Biological_Process_2021,cellular copper ion homeostasis (GO:0006878),1/14,0.0962452906927208,0.1698446306342131,MT2A
GO_Biological_Process_2021,neurotransmitter transport (GO:0006836),2/73,0.0972539017980782,0.1708142184555481,HSPA8;GLUL
GO_Biological_Process_2021,insulin receptor signaling pathway (GO:0008286),2/73,0.0972539017980782,0.1708142184555481,NAMPT;PDK4
GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),3/152,0.0971010499693814,0.1708142184555481,RB1;DDIT4;HSPB1
GO_Biological_Process_2021,positive regulation of JNK cascade (GO:0046330),2/73,0.0972539017980782,0.1708142184555481,GADD45B;IL1B
GO_Biological_Process_2021,transcription-coupled nucleotide-excision repair (GO:0006283),2/73,0.0972539017980782,0.1708142184555481,UBB;UBC
GO_Biological_Process_2021,positive regulation of heterotypic cell-cell adhesion (GO:0034116),1/15,0.1027568717421913,0.1747054674958646,IL1B
GO_Biological_Process_2021,positive regulation of double-strand break repair via homologous recombination (GO:1905168),1/15,0.1027568717421913,0.1747054674958646,FUS
GO_Biological_Process_2021,prostanoid biosynthetic process (GO:0046457),1/15,0.1027568717421913,0.1747054674958646,CD74
GO_Biological_Process_2021,positive regulation of response to cytokine stimulus (GO:0060760),1/15,0.1027568717421913,0.1747054674958646,CD74
GO_Biological_Process_2021,regulation of extracellular matrix organization (GO:1903053),1/15,0.1027568717421913,0.1747054674958646,RB1
GO_Biological_Process_2021,cellular sodium ion homeostasis (GO:0006883),1/15,0.1027568717421913,0.1747054674958646,ATP1B3
GO_Biological_Process_2021,positive regulation of natural killer cell activation (GO:0032816),1/15,0.1027568717421913,0.1747054674958646,IL18
GO_Biological_Process_2021,response to muscle stretch (GO:0035994),1/15,0.1027568717421913,0.1747054674958646,GSN
GO_Biological_Process_2021,response to acidic pH (GO:0010447),1/15,0.1027568717421913,0.1747054674958646,LGMN
GO_Biological_Process_2021,fibrinolysis (GO:0042730),1/15,0.1027568717421913,0.1747054674958646,PLAUR
GO_Biological_Process_2021,myoblast differentiation (GO:0045445),1/15,0.1027568717421913,0.1747054674958646,RB1
GO_Biological_Process_2021,neurotrophin TRK receptor signaling pathway (GO:0048011),1/15,0.1027568717421913,0.1747054674958646,DDIT4
GO_Biological_Process_2021,negative regulation of cellular component movement (GO:0051271),1/15,0.1027568717421913,0.1747054674958646,CD9
GO_Biological_Process_2021,macrophage migration (GO:1905517),1/15,0.1027568717421913,0.1747054674958646,CCL3
GO_Biological_Process_2021,negative regulation of androgen receptor signaling pathway (GO:0060766),1/15,0.1027568717421913,0.1747054674958646,DAB2
GO_Biological_Process_2021,vitamin D metabolic process (GO:0042359),1/15,0.1027568717421913,0.1747054674958646,LGMN
GO_Biological_Process_2021,positive regulation of acute inflammatory response (GO:0002675),1/15,0.1027568717421913,0.1747054674958646,IL1B
GO_Biological_Process_2021,positive regulation of protein export from nucleus (GO:0046827),1/15,0.1027568717421913,0.1747054674958646,IL1B
GO_Biological_Process_2021,lipoxygenase pathway (GO:0019372),1/15,0.1027568717421913,0.1747054674958646,GPX1
GO_Biological_Process_2021,positive regulation of membrane protein ectodomain proteolysis (GO:0051044),1/15,0.1027568717421913,0.1747054674958646,IL1B
GO_Biological_Process_2021,C21-steroid hormone biosynthetic process (GO:0006700),1/15,0.1027568717421913,0.1747054674958646,AKR1B1
GO_Biological_Process_2021,regulation of microglial cell activation (GO:1903978),1/15,0.1027568717421913,0.1747054674958646,CCL3
GO_Biological_Process_2021,regulation of macrophage differentiation (GO:0045649),1/15,0.1027568717421913,0.1747054674958646,ID2
GO_Biological_Process_2021,nucleic acid phosphodiester bond hydrolysis (GO:0090305),2/75,0.101764066221411,0.1747054674958646,UBB;UBC
GO_Biological_Process_2021,regulation of clathrin-dependent endocytosis (GO:2000369),1/15,0.1027568717421913,0.1747054674958646,DAB2
GO_Biological_Process_2021,endoderm development (GO:0007492),1/15,0.1027568717421913,0.1747054674958646,DUSP2
GO_Biological_Process_2021,endoplasmic reticulum tubular network organization (GO:0071786),1/15,0.1027568717421913,0.1747054674958646,ARL6IP1
GO_Biological_Process_2021,regulation of secretion (GO:0051046),1/15,0.1027568717421913,0.1747054674958646,SGK1
GO_Biological_Process_2021,regulation of sequestering of triglyceride (GO:0010889),1/15,0.1027568717421913,0.1747054674958646,PLIN2
GO_Biological_Process_2021,endoplasmic reticulum to cytosol transport (GO:1903513),1/15,0.1027568717421913,0.1747054674958646,HERPUD1
GO_Biological_Process_2021,cellular response to arsenic-containing substance (GO:0071243),1/15,0.1027568717421913,0.1747054674958646,ATF3
GO_Biological_Process_2021,cellular response to estrogen stimulus (GO:0071391),1/15,0.1027568717421913,0.1747054674958646,SERPINB9
GO_Biological_Process_2021,intracellular cholesterol transport (GO:0032367),1/15,0.1027568717421913,0.1747054674958646,NPC2
GO_Biological_Process_2021,regulation of integrin activation (GO:0033623),1/15,0.1027568717421913,0.1747054674958646,PLEK
GO_Biological_Process_2021,integrin-mediated signaling pathway (GO:0007229),2/75,0.101764066221411,0.1747054674958646,DAB2;PLEK
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),3/156,0.1029357205574492,0.1748497171112836,HSP90AB1;ID2;ZFP36L1
KEGG_2021_Human,Thyroid hormone synthesis,2/75,0.101764066221411,0.1750686901944613,GPX1;ATP1B3
KEGG_2021_Human,Cushing syndrome,3/155,0.1014640884162168,0.1750686901944613,RB1;NR4A1;CDKN1A
GO_Biological_Process_2021,regulation of RNA splicing (GO:0043484),2/76,0.104040656734529,0.1762437354519345,FUS;HSPA1A
GO_Biological_Process_2021,regulation of epithelial to mesenchymal transition (GO:0010717),2/76,0.104040656734529,0.1762437354519345,DAB2;IL1B
GO_Biological_Process_2021,positive regulation of interleukin-6 production (GO:0032755),2/76,0.104040656734529,0.1762437354519345,CD74;IL1B
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),5/345,0.1042108368654385,0.1763713890534264,DAB2;FABP5;IL1B;IL18;CXCR4
GO_Biological_Process_2021,cellular response to starvation (GO:0009267),3/158,0.1059044698100346,0.1790748307696949,HSPA8;CDKN1A;PDK4
GO_Biological_Process_2021,positive regulation of tumor necrosis factor production (GO:0032760),2/77,0.1063311600465306,0.1794700160494981,CCL3;HSPB1
GO_Biological_Process_2021,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),2/77,0.1063311600465306,0.1794700160494981,UBB;LAPTM5
GO_Biological_Process_2021,B cell activation involved in immune response (GO:0002312),1/16,0.1092218603967254,0.1802596808677101,GPR183
GO_Biological_Process_2021,heme catabolic process (GO:0042167),1/16,0.1092218603967254,0.1802596808677101,SLCO2B1
GO_Biological_Process_2021,positive regulation by host of viral transcription (GO:0043923),1/16,0.1092218603967254,0.1802596808677101,JUN
GO_Biological_Process_2021,protein localization to endoplasmic reticulum (GO:0070972),1/16,0.1092218603967254,0.1802596808677101,PPP1R15A
GO_Biological_Process_2021,T cell mediated immunity (GO:0002456),1/16,0.1092218603967254,0.1802596808677101,HLA-A
GO_Biological_Process_2021,glutamine family amino acid catabolic process (GO:0009065),1/16,0.1092218603967254,0.1802596808677101,GLUL
GO_Biological_Process_2021,negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426),1/16,0.1092218603967254,0.1802596808677101,SOCS3
GO_Biological_Process_2021,mitotic sister chromatid cohesion (GO:0007064),1/16,0.1092218603967254,0.1802596808677101,RB1
GO_Biological_Process_2021,digestive tract morphogenesis (GO:0048546),1/16,0.1092218603967254,0.1802596808677101,ID2
GO_Biological_Process_2021,membrane repolarization (GO:0086009),1/16,0.1092218603967254,0.1802596808677101,ATP1B3
GO_Biological_Process_2021,negative regulation of anoikis (GO:2000811),1/16,0.1092218603967254,0.1802596808677101,PDK4
GO_Biological_Process_2021,porphyrin-containing compound catabolic process (GO:0006787),1/16,0.1092218603967254,0.1802596808677101,SLCO2B1
GO_Biological_Process_2021,regulation of interleukin-13 production (GO:0032656),1/16,0.1092218603967254,0.1802596808677101,IL18
GO_Biological_Process_2021,cellular response to sterol (GO:0036315),1/16,0.1092218603967254,0.1802596808677101,INSIG1
GO_Biological_Process_2021,platelet-derived growth factor receptor signaling pathway (GO:0048008),1/16,0.1092218603967254,0.1802596808677101,NR4A3
GO_Biological_Process_2021,neuron projection organization (GO:0106027),1/16,0.1092218603967254,0.1802596808677101,LGMN
GO_Biological_Process_2021,negative regulation of release of cytochrome c from mitochondria (GO:0090201),1/16,0.1092218603967254,0.1802596808677101,GPX1
GO_Biological_Process_2021,regulation of cholesterol storage (GO:0010885),1/16,0.1092218603967254,0.1802596808677101,MSR1
GO_Biological_Process_2021,negative regulation of protein serine/threonine kinase activity (GO:0071901),2/78,0.108635261386802,0.1802596808677101,RB1;IL1B
GO_Biological_Process_2021,nucleotide catabolic process (GO:0009166),1/16,0.1092218603967254,0.1802596808677101,GPX1
GO_Biological_Process_2021,regulation of defense response to virus (GO:0050688),1/16,0.1092218603967254,0.1802596808677101,TNFAIP3
GO_Biological_Process_2021,regulation of ERBB signaling pathway (GO:1901184),1/16,0.1092218603967254,0.1802596808677101,LGMN
GO_Biological_Process_2021,regulation of establishment of cell polarity (GO:2000114),1/16,0.1092218603967254,0.1802596808677101,GSN
