Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),4/71,0.0017232784580651,0.0159082237076726,CSF1R;CDKN1A;GPR183;HLA-DRB1
GO_Biological_Process_2021,positive regulation of macrophage cytokine production (GO:0060907),2/9,0.0017928880416393,0.0160325565261979,CD74;LAPTM5
GO_Biological_Process_2021,positive regulation of memory T cell differentiation (GO:0043382),2/9,0.0017928880416393,0.0160325565261979,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,mast cell mediated immunity (GO:0002448),2/9,0.0017928880416393,0.0160325565261979,NR4A3;SERPINB9
GO_Biological_Process_2021,positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),2/9,0.0017928880416393,0.0160325565261979,LAPTM5;HSPA1A
GO_Biological_Process_2021,T-helper 1 type immune response (GO:0042088),2/9,0.0017928880416393,0.0160325565261979,IL18;HLA-DRB1
GO_Biological_Process_2021,regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903069),2/9,0.0017928880416393,0.0160325565261979,HERPUD1;NFE2L2
GO_Biological_Process_2021,Fc-gamma receptor signaling pathway (GO:0038094),4/72,0.0018145680658805,0.0161487875719517,FCGR3A;HSP90AA1;HSP90AB1;FCGR2A
GO_Biological_Process_2021,regulation of keratinocyte differentiation (GO:0045616),3/34,0.0018573832893958,0.016451109134649,ZFP36;CTSL;ZFP36L1
GO_Biological_Process_2021,protein stabilization (GO:0050821),6/179,0.0019017265359116,0.0167640348663299,CDKN1A;HSP90AA1;HSP90AB1;ATP1B3;CALR;HSPA1A
GO_Biological_Process_2021,cellular response to organic substance (GO:0071310),5/123,0.0019749981746183,0.0173278141735385,CSF1R;IL1B;IL18;CCL3;CXCR4
GO_Biological_Process_2021,regulation of cytokine-mediated signaling pathway (GO:0001959),4/74,0.0020071079434313,0.0175268580975695,SOCS3;CD74;HSP90AB1;TNFAIP3
KEGG_2021_Human,Hepatitis B,5/162,0.0063943141649246,0.017781448979174,RB1;NFKBIA;JUN;CDKN1A;CYCS
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),7/246,0.0020631409508922,0.0178872271987442,NFKBIA;UBB;IL1B;UBC;IL18;NLRP3;HSPA1A
GO_Biological_Process_2021,negative regulation of cytokine production (GO:0001818),6/182,0.0020676095955537,0.0178872271987442,SRGN;ZFP36;LAPTM5;TNFAIP3;VSIG4;HLA-DRB1
GO_Biological_Process_2021,modification-dependent macromolecule catabolic process (GO:0043632),2/10,0.0022305453683866,0.0184391750453298,UBB;UBC
GO_Biological_Process_2021,positive regulation by symbiont of entry into host (GO:0075294),2/10,0.0022305453683866,0.0184391750453298,CD74;HLA-DRB1
GO_Biological_Process_2021,positive regulation of viral entry into host cell (GO:0046598),2/10,0.0022305453683866,0.0184391750453298,CD74;HLA-DRB1
GO_Biological_Process_2021,cellular response to heat (GO:0034605),3/36,0.0021930566732094,0.0184391750453298,HSP90AA1;HSP90AB1;HSPA1A
GO_Biological_Process_2021,retina homeostasis (GO:0001895),3/36,0.0021930566732094,0.0184391750453298,PRDX1;HSPB1;B2M
GO_Biological_Process_2021,regulation of memory T cell differentiation (GO:0043380),2/10,0.0022305453683866,0.0184391750453298,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,regulation of epithelial cell apoptotic process (GO:1904035),2/10,0.0022305453683866,0.0184391750453298,ZFP36;ZFP36L1
GO_Biological_Process_2021,removal of superoxide radicals (GO:0019430),2/10,0.0022305453683866,0.0184391750453298,PRDX1;SOD2
GO_Biological_Process_2021,immunoglobulin mediated immune response (GO:0016064),2/10,0.0022305453683866,0.0184391750453298,CD74;CD81
GO_Biological_Process_2021,negative regulation of inclusion body assembly (GO:0090084),2/10,0.0022305453683866,0.0184391750453298,DNAJB1;HSPA1A
KEGG_2021_Human,C-type lectin receptor signaling pathway,4/104,0.0067971165049113,0.018646143925635,NFKBIA;JUN;IL1B;NLRP3
GO_Biological_Process_2021,regulation of erythrocyte differentiation (GO:0045646),3/37,0.0023740761128357,0.0195388565038692,ZFP36;ZFP36L1;HSPA1A
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",4/106,0.0072631155962643,0.0196588328805554,NR4A2;CDKN1A;PDE4B;HBEGF
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),7/253,0.0024148291993282,0.0197867062147597,CSF1R;CD74;DAB2;HSP90AA1;IL1B;PLAUR;HLA-DRB1
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),6/188,0.0024319606797478,0.0198396792295215,HSP90AA1;UBB;ID2;TUBB;UBC;ZFP36L1
GO_Biological_Process_2021,positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),4/79,0.0025493859862278,0.020706803206916,DAB2;HERPUD1;HSPA1A;NFE2L2
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),10/482,0.0026107479448163,0.0211130051189497,CD74;GSN;ID2;IL1B;CCL3;RPS27L;SERPINB9;NFE2L2;HSPA1A;LIMS1
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),4/80,0.0026687656267092,0.0212053863275218,GPX1;IL1B;TNFAIP3;HSPA1A
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267),2/11,0.0027133773902958,0.0212053863275218,GSN;PLAUR
GO_Biological_Process_2021,cellular response to superoxide (GO:0071451),2/11,0.0027133773902958,0.0212053863275218,PRDX1;SOD2
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),11/566,0.0026725298277868,0.0212053863275218,RB1;NR4A1;CDKN1A;BTG2;FTH1;IL1B;LMNA;CD9;TGFBI;SOD2;HSPA1A
GO_Biological_Process_2021,response to sterol (GO:0036314),2/11,0.0027133773902958,0.0212053863275218,INSIG1;CCL3
GO_Biological_Process_2021,regulation of T-helper 2 cell cytokine production (GO:2000551),2/11,0.0027133773902958,0.0212053863275218,CD81;NLRP3
GO_Biological_Process_2021,PERK-mediated unfolded protein response (GO:0036499),2/11,0.0027133773902958,0.0212053863275218,HERPUD1;NFE2L2
GO_Biological_Process_2021,regulation of inclusion body assembly (GO:0090083),2/11,0.0027133773902958,0.0212053863275218,DNAJB1;HSPA1A
GO_Biological_Process_2021,regulation of cell motility (GO:2000145),5/133,0.002774692700232,0.021503868426798,CSF1R;LMNA;ARHGAP18;SGK1;HBEGF
GO_Biological_Process_2021,regulation of viral entry into host cell (GO:0046596),3/39,0.0027632394260741,0.021503868426798,CD74;GSN;HLA-DRB1
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),4/81,0.0027919247446987,0.0215476349590856,LAPTM5;RPS27L;CYCS;HSPE1
GO_Biological_Process_2021,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),5/134,0.002865839037013,0.0220266967307613,CSF1R;SOCS3;CD74;CD81;IL18
GO_Biological_Process_2021,regulation of nitric oxide biosynthetic process (GO:0045428),3/40,0.0029716730854675,0.0227461396665418,HSP90AA1;HSP90AB1;IL1B
GO_Biological_Process_2021,regulation of interleukin-1 beta production (GO:0032651),4/83,0.0030498151499236,0.0232485908969588,CCL3;HSPB1;TNFAIP3;NLRP3
GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),6/198,0.0031439882355768,0.0238686453802976,DDIT4;PLEK;PLAUR;NLRP3;TNFAIP3;HERPUD1
GO_Biological_Process_2021,"regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)",2/12,0.0032407200557799,0.0243054004183493,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,positive regulation of T-helper 1 type immune response (GO:0002827),2/12,0.0032407200557799,0.0243054004183493,IL1B;IL18
GO_Biological_Process_2021,cellular response to thyroid hormone stimulus (GO:0097067),2/12,0.0032407200557799,0.0243054004183493,CTSL;CTSB
GO_Biological_Process_2021,positive regulation of response to external stimulus (GO:0032103),5/139,0.0033543537333009,0.025056618248754,NFKBIA;THBD;IL1B;IL18;CCL3
KEGG_2021_Human,Parkinson disease,6/249,0.0093964288217089,0.0250983559316698,TUBA1B;UBB;TUBB;UBC;CYCS;NFE2L2
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),7/269,0.0033917466377883,0.0252345949851451,CSF1R;DAB2;IL1B;CCL3;SOD2;CXCL16;HBEGF
GO_Biological_Process_2021,regulation of chemokine production (GO:0032642),3/42,0.0034169352529025,0.0253207154199153,CSF1R;CD74;IL18
KEGG_2021_Human,Endocytosis,6/252,0.0099299798595505,0.0261790378115424,HSPA8;DAB2;CHMP1B;CXCR4;HLA-A;HSPA1A
GO_Biological_Process_2021,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),3/43,0.0036540269409181,0.0269701988496336,HLA-DRA;HLA-A;HLA-DRB1
GO_Biological_Process_2021,negative regulation of hydrogen peroxide-induced cell death (GO:1903206),2/13,0.0038119164151337,0.0270616966875908,NR4A3;NFE2L2
GO_Biological_Process_2021,negative regulation of binding (GO:0051100),4/88,0.0037647327211132,0.0270616966875908,NFKBIA;CDKN1A;JUN;DAB2
GO_Biological_Process_2021,central nervous system neuron axonogenesis (GO:0021955),2/13,0.0038119164151337,0.0270616966875908,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213),2/13,0.0038119164151337,0.0270616966875908,BTG2;ZFP36
GO_Biological_Process_2021,positive regulation of ERAD pathway (GO:1904294),2/13,0.0038119164151337,0.0270616966875908,HERPUD1;NFE2L2
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433),5/143,0.003786231106561,0.0270616966875908,RB1;NFKBIA;ID2;NLRP3;TNFAIP3
GO_Biological_Process_2021,response to thyroid hormone (GO:0097066),2/13,0.0038119164151337,0.0270616966875908,CTSL;CTSB
GO_Biological_Process_2021,regulation of protein exit from endoplasmic reticulum (GO:0070861),2/13,0.0038119164151337,0.0270616966875908,CD81;INSIG1
GO_Biological_Process_2021,positive regulation of cell aging (GO:0090343),2/13,0.0038119164151337,0.0270616966875908,LMNA;B2M
GO_Biological_Process_2021,positive regulation of calcium-mediated signaling (GO:0050850),2/13,0.0038119164151337,0.0270616966875908,CCL4;CCL3
GO_Biological_Process_2021,positive regulation of receptor-mediated endocytosis (GO:0048260),3/44,0.0039009273358455,0.0274838062298211,CD63;DAB2;B2M
GO_Biological_Process_2021,positive regulation of mRNA catabolic process (GO:0061014),3/44,0.0039009273358455,0.0274838062298211,BTG2;ZFP36;ZFP36L1
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),4/89,0.0039202025021939,0.0275153836003049,GPX1;ARL6IP1;NLRP3;CYCS
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),8/351,0.0039665432779106,0.027735979311706,MARCKS;HSP90AB1;GSN;UBB;UBC;TGFBI;B2M;ITM2B
GO_Biological_Process_2021,negative regulation of T cell activation (GO:0050868),3/45,0.0041577574044822,0.0289641527053819,LAPTM5;VSIG4;HLA-DRB1
GO_Biological_Process_2021,regulation of response to interferon-gamma (GO:0060330),2/14,0.0044263165528162,0.0292987501360794,SOCS3;HSP90AB1
GO_Biological_Process_2021,renal absorption (GO:0070293),2/14,0.0044263165528162,0.0292987501360794,GSN;SGK1
GO_Biological_Process_2021,negative regulation of bone mineralization (GO:0030502),2/14,0.0044263165528162,0.0292987501360794,SRGN;CCL3
GO_Biological_Process_2021,positive regulation of transferase activity (GO:0051347),5/148,0.0043804220733713,0.0292987501360794,CSF1R;CD74;HSP90AA1;HSP90AB1;HLA-DRB1
GO_Biological_Process_2021,positive regulation of transport (GO:0051050),4/91,0.0042440732076746,0.0292987501360794,DAB2;IL1B;CALR;SGK1
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728),6/212,0.0043887627274799,0.0292987501360794,RB1;FCGR3A;FCGR2A;NLRP3;TNFAIP3;HLA-DRB1
GO_Biological_Process_2021,regulation of B cell proliferation (GO:0030888),3/46,0.0044246339857753,0.0292987501360794,CD74;CD81;GPR183
GO_Biological_Process_2021,regulation of fibroblast proliferation (GO:0048145),3/46,0.0044246339857753,0.0292987501360794,CD74;CDKN1A;FTH1
GO_Biological_Process_2021,positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725),2/14,0.0044263165528162,0.0292987501360794,IL1B;IL18
GO_Biological_Process_2021,regulation of macrophage cytokine production (GO:0010935),2/14,0.0044263165528162,0.0292987501360794,CD74;LAPTM5
GO_Biological_Process_2021,regulation of integrin-mediated signaling pathway (GO:2001044),2/14,0.0044263165528162,0.0292987501360794,CD63;LIMS1
GO_Biological_Process_2021,detection of bacterium (GO:0016045),2/14,0.0044263165528162,0.0292987501360794,HLA-A;HLA-DRB1
GO_Biological_Process_2021,cellular response to low-density lipoprotein particle stimulus (GO:0071404),2/14,0.0044263165528162,0.0292987501360794,CD81;CD9
GO_Biological_Process_2021,positive regulation of regulatory T cell differentiation (GO:0045591),2/14,0.0044263165528162,0.0292987501360794,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,positive regulation of hydrolase activity (GO:0051345),5/149,0.0045067917277549,0.0297256475660433,RGS1;CCL4;CCL3;RGS10;LIMS1
GO_Biological_Process_2021,regulation of DNA binding (GO:0051101),3/47,0.0047016698524073,0.030792626498161,NFKBIA;JUN;PLAUR
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),3/47,0.0047016698524073,0.030792626498161,LAPTM5;HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021,regulation of kinase activity (GO:0043549),4/94,0.0047630224723938,0.031084988767202,RB1;CSF1R;CD74;HLA-DRB1
GO_Biological_Process_2021,proteolysis (GO:0006508),7/287,0.0048234998040184,0.0313696141100503,SRGN;CPM;CTSL;OLR1;CTSC;LGMN;CTSB
GO_Biological_Process_2021,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236),2/15,0.0050832775244725,0.0318346673249794,HERPUD1;HSPA1A
GO_Biological_Process_2021,positive regulation of endothelial cell chemotaxis (GO:2001028),2/15,0.0050832775244725,0.0318346673249794,HSPB1;LGMN
GO_Biological_Process_2021,integrated stress response signaling (GO:0140467),2/15,0.0050832775244725,0.0318346673249794,HERPUD1;NFE2L2
GO_Biological_Process_2021,regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211),2/15,0.0050832775244725,0.0318346673249794,BTG2;ZFP36
GO_Biological_Process_2021,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)",2/15,0.0050832775244725,0.0318346673249794,ZFP36;ZFP36L1
GO_Biological_Process_2021,central nervous system neuron development (GO:0021954),2/15,0.0050832775244725,0.0318346673249794,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,regulation of endothelial cell chemotaxis (GO:2001026),2/15,0.0050832775244725,0.0318346673249794,HSPB1;LGMN
GO_Biological_Process_2021,myoblast fusion (GO:0007520),2/15,0.0050832775244725,0.0318346673249794,CD81;CD9
GO_Biological_Process_2021,mammary gland epithelium development (GO:0061180),2/15,0.0050832775244725,0.0318346673249794,CSF1R;ID2
GO_Biological_Process_2021,macrophage differentiation (GO:0030225),2/15,0.0050832775244725,0.0318346673249794,CSF1R;HLA-DRB1
GO_Biological_Process_2021,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",2/15,0.0050832775244725,0.0318346673249794,ZFP36;ZFP36L1
GO_Biological_Process_2021,regulation of cellular localization (GO:0060341),3/49,0.0052866506096734,0.0328868566354269,HSP90AA1;HSP90AB1;GSN
GO_Biological_Process_2021,response to hydrogen peroxide (GO:0042542),3/49,0.0052866506096734,0.0328868566354269,GPX1;TNFAIP3;NFE2L2
KEGG_2021_Human,Mitophagy,3/68,0.0130260588410748,0.0339011531376691,JUN;UBB;UBC
GO_Biological_Process_2021,positive regulation of defense response (GO:0031349),4/98,0.0055190542109862,0.034218136108115,NFKBIA;IL1B;IL18;CCL3
GO_Biological_Process_2021,regulation of complement activation (GO:0030449),3/50,0.0055948013085478,0.0344580477943674,CD81;IL1B;C5AR1
GO_Biological_Process_2021,regulation of cellular component movement (GO:0051270),3/50,0.0055948013085478,0.0344580477943674,ARHGAP18;CD9;HBEGF
GO_Biological_Process_2021,eosinophil chemotaxis (GO:0048245),2/16,0.0057821632888527,0.0345814267436207,CCL4;CCL3
GO_Biological_Process_2021,eosinophil migration (GO:0072677),2/16,0.0057821632888527,0.0345814267436207,CCL4;CCL3
GO_Biological_Process_2021,cellular response to corticosteroid stimulus (GO:0071384),2/16,0.0057821632888527,0.0345814267436207,ZFP36;ZFP36L1
GO_Biological_Process_2021,regulation of fatty acid oxidation (GO:0046320),2/16,0.0057821632888527,0.0345814267436207,NR4A3;PDK4
GO_Biological_Process_2021,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),2/16,0.0057821632888527,0.0345814267436207,SERPINB9;HLA-A
GO_Biological_Process_2021,3'-UTR-mediated mRNA destabilization (GO:0061158),2/16,0.0057821632888527,0.0345814267436207,ZFP36;ZFP36L1
GO_Biological_Process_2021,regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645),2/16,0.0057821632888527,0.0345814267436207,IL1B;IL18
GO_Biological_Process_2021,dendritic cell chemotaxis (GO:0002407),2/16,0.0057821632888527,0.0345814267436207,GPR183;CXCR4
GO_Biological_Process_2021,negative regulation of platelet activation (GO:0010544),2/16,0.0057821632888527,0.0345814267436207,THBD;CD9
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),3/51,0.0059135230335895,0.0351410633944936,BCL2A1;DDIT4;RPS27L
GO_Biological_Process_2021,positive regulation of fat cell differentiation (GO:0045600),3/51,0.0059135230335895,0.0351410633944936,ZFP36;ID2;ZFP36L1
KEGG_2021_Human,Prion disease,6/273,0.0142842311854576,0.0363673803473831,HSPA8;TUBA1B;TUBB;IL1B;CYCS;HSPA1A
KEGG_2021_Human,PI3K-Akt signaling pathway,7/354,0.0143319725506928,0.0363673803473831,CSF1R;NR4A1;CDKN1A;HSP90AA1;HSP90AB1;DDIT4;SGK1
GO_Biological_Process_2021,positive regulation of protein kinase B signaling (GO:0051897),5/161,0.006232260277868,0.0369172105631672,HSP90AA1;HSP90AB1;IL18;CCL3;HBEGF
KEGG_2021_Human,Melanoma,3/72,0.0151833083867555,0.0371350795483299,RB1;CDKN1A;GADD45B
KEGG_2021_Human,FoxO signaling pathway,4/131,0.0149372078906737,0.0371350795483299,CDKN1A;GADD45B;SGK1;SOD2
KEGG_2021_Human,Non-small cell lung cancer,3/72,0.0151833083867555,0.0371350795483299,RB1;CDKN1A;GADD45B
GO_Biological_Process_2021,regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),4/102,0.0063513630603363,0.0375032866419861,DAB2;HSP90AB1;HERPUD1;HSPA1A
KEGG_2021_Human,p53 signaling pathway,3/73,0.0157522018974556,0.0380678212521845,CDKN1A;GADD45B;CYCS
GO_Biological_Process_2021,negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706),2/17,0.006522344646023,0.0382699086485894,CDKN1A;SOD2
GO_Biological_Process_2021,ruffle organization (GO:0031529),2/17,0.006522344646023,0.0382699086485894,CSF1R;PLEK
GO_Biological_Process_2021,positive regulation of NIK/NF-kappaB signaling (GO:1901224),3/53,0.0065830495183714,0.0383839250914446,IL1B;LAPTM5;LIMS1
GO_Biological_Process_2021,positive regulation of B cell activation (GO:0050871),3/53,0.0065830495183714,0.0383839250914446,CD74;CD81;GPR183
KEGG_2021_Human,Proteoglycans in cancer,5/205,0.0164825319787259,0.0393641646080161,CD63;CDKN1A;CTSL;PLAUR;HBEGF
KEGG_2021_Human,Glioma,3/75,0.0169256707844177,0.0399524554562418,RB1;CDKN1A;GADD45B
GO_Biological_Process_2021,positive regulation of leukocyte chemotaxis (GO:0002690),3/54,0.0069340300950924,0.0400537142138881,CSF1R;CALR;LGMN
GO_Biological_Process_2021,regulation of proteasomal protein catabolic process (GO:0061136),3/54,0.0069340300950924,0.0400537142138881,HSP90AB1;GPX1;UBB
GO_Biological_Process_2021,regulation of cyclin-dependent protein kinase activity (GO:1904029),3/54,0.0069340300950924,0.0400537142138881,CDKN1A;HSP90AB1;SERTAD1
KEGG_2021_Human,Pancreatic cancer,3/76,0.0175302887365317,0.0404391887899539,RB1;CDKN1A;GADD45B
KEGG_2021_Human,Pertussis,3/76,0.0175302887365317,0.0404391887899539,JUN;IL1B;NLRP3
GO_Biological_Process_2021,small GTPase mediated signal transduction (GO:0007264),4/106,0.0072631155962643,0.0407926440225261,RB1;JUN;CDKN1A;ARHGAP18
GO_Biological_Process_2021,protein processing (GO:0016485),4/106,0.0072631155962643,0.0407926440225261,SRGN;CPM;CTSL;LGMN
GO_Biological_Process_2021,carbohydrate derivative transport (GO:1901264),2/18,0.0073031991717748,0.0407926440225261,NPC2;PLTP
GO_Biological_Process_2021,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),3/55,0.0072959334530182,0.0407926440225261,GPX1;ARL6IP1;PLAUR
GO_Biological_Process_2021,regulation of B cell differentiation (GO:0045577),2/18,0.0073031991717748,0.0407926440225261,ID2;ZFP36L1
GO_Biological_Process_2021,positive regulation of lymphocyte chemotaxis (GO:0140131),2/18,0.0073031991717748,0.0407926440225261,CCL4;CCL3
GO_Biological_Process_2021,positive regulation of macrophage derived foam cell differentiation (GO:0010744),2/18,0.0073031991717748,0.0407926440225261,MSR1;IL18
GO_Biological_Process_2021,positive regulation of phosphoprotein phosphatase activity (GO:0032516),2/18,0.0073031991717748,0.0407926440225261,PPP1R15A;HSP90AB1
GO_Biological_Process_2021,cellular response to glucocorticoid stimulus (GO:0071385),2/18,0.0073031991717748,0.0407926440225261,ZFP36;ZFP36L1
GO_Biological_Process_2021,dendritic cell migration (GO:0036336),2/18,0.0073031991717748,0.0407926440225261,GPR183;CXCR4
GO_Biological_Process_2021,positive regulation of glial cell differentiation (GO:0045687),2/18,0.0073031991717748,0.0407926440225261,ID2;CXCR4
GO_Biological_Process_2021,positive regulation of interleukin-1 beta production (GO:0032731),3/56,0.0076688386076779,0.0427067060188054,CCL3;HSPB1;NLRP3
GO_Biological_Process_2021,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),4/108,0.0077497336029764,0.0430283716463767,UBB;UBC;SKIL;HSPA1A
GO_Biological_Process_2021,lipid transport (GO:0006869),4/109,0.0080008887862098,0.044054946773958,FABP5;NPC2;SLCO2B1;PLTP
GO_Biological_Process_2021,regulation of glucose transmembrane transport (GO:0010827),2/19,0.0081241111524019,0.044054946773958,NR4A3;IL1B
GO_Biological_Process_2021,regulation of mitotic spindle assembly (GO:1901673),2/19,0.0081241111524019,0.044054946773958,CHMP1B;HSPA1A
GO_Biological_Process_2021,regulation of neuroinflammatory response (GO:0150077),2/19,0.0081241111524019,0.044054946773958,IL1B;IL18
GO_Biological_Process_2021,endoplasmic reticulum mannose trimming (GO:1904380),2/19,0.0081241111524019,0.044054946773958,UBB;UBC
GO_Biological_Process_2021,regulation of T cell cytokine production (GO:0002724),2/19,0.0081241111524019,0.044054946773958,HLA-A;B2M
GO_Biological_Process_2021,negative regulation of nervous system development (GO:0051961),2/19,0.0081241111524019,0.044054946773958,IL1B;B2M
GO_Biological_Process_2021,positive regulation of macrophage migration (GO:1905523),2/19,0.0081241111524019,0.044054946773958,CSF1R;CCL3
GO_Biological_Process_2021,membrane organization (GO:0061024),6/242,0.0082317091517304,0.0443891387563659,HSPA8;DAB2;UBB;CHMP1B;UBC;HBEGF
GO_Biological_Process_2021,regulation of protein kinase activity (GO:0045859),4/110,0.0082573344138186,0.0443891387563659,RB1;CDKN1A;C5AR1;HSPB1
GO_Biological_Process_2021,response to endoplasmic reticulum stress (GO:0034976),4/110,0.0082573344138186,0.0443891387563659,PPP1R15A;JUN;ATF3;HERPUD1
GO_Biological_Process_2021,receptor metabolic process (GO:0043112),3/58,0.0084479531764295,0.0450234753815444,CD81;CD9;LGMN
GO_Biological_Process_2021,fat cell differentiation (GO:0045444),3/58,0.0084479531764295,0.0450234753815444,NR4A2;NR4A1;NR4A3
GO_Biological_Process_2021,regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),3/58,0.0084479531764295,0.0450234753815444,LAPTM5;TNFAIP3;HSPA1A
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),4/111,0.0085191144799261,0.0452730083790363,RB1;CSF1R;CDKN1A;SERTAD1
GO_Biological_Process_2021,response to reactive oxygen species (GO:0000302),3/59,0.0088543035932144,0.0467869451232356,JUN;GPX1;SOD2
GO_Biological_Process_2021,positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531),3/59,0.0088543035932144,0.0467869451232356,CSF1R;SOCS3;IL18
GO_Biological_Process_2021,protein targeting to lysosome (GO:0006622),2/20,0.0089844715251446,0.0472065453016075,HSPA8;LAPTM5
GO_Biological_Process_2021,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),2/20,0.0089844715251446,0.0472065453016075,IL18;HLA-DRB1
KEGG_2021_Human,B cell receptor signaling pathway,3/81,0.0207328471647539,0.0472895278027534,NFKBIA;JUN;CD81
GO_Biological_Process_2021,response to organic cyclic compound (GO:0014070),3/60,0.0092719379208115,0.0485797310780547,IL1B;IL18;CCL3
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),4/114,0.0093368921181194,0.0486459925481852,CSF1R;CD74;CDKN1A;HLA-DRB1
GO_Biological_Process_2021,positive regulation of cellular component organization (GO:0051130),4/114,0.0093368921181194,0.0486459925481852,RB1;PPP1R15A;DAB2;GPX1
KEGG_2021_Human,Pathways of neurodegeneration,8/475,0.0218277014375155,0.048692564745227,TUBA1B;GPX1;UBB;FUS;TUBB;IL1B;UBC;CYCS
KEGG_2021_Human,Breast cancer,4/147,0.0218154106731968,0.048692564745227,RB1;JUN;CDKN1A;GADD45B
GO_Biological_Process_2021,positive regulation of interleukin-8 production (GO:0032757),3/61,0.0097009184834131,0.049982571687392,CD74;IL1B;HSPA1A
GO_Biological_Process_2021,positive regulation of protein metabolic process (GO:0051247),4/115,0.0096204376821519,0.049982571687392,NFKBIA;IL1B;IL18;TNFAIP3
GO_Biological_Process_2021,"regulation of DNA-templated transcription, initiation (GO:2000142)",3/61,0.0097009184834131,0.049982571687392,CSF1R;CDKN1A;JUN
GO_Biological_Process_2021,iron ion homeostasis (GO:0055072),3/61,0.0097009184834131,0.049982571687392,FTH1;B2M;FTL
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),4/116,0.0099095284756205,0.0500862037082995,RB1;HSPA8;HSP90AA1;GSN
GO_Biological_Process_2021,error-prone translesion synthesis (GO:0042276),2/21,0.0098836778157016,0.0500862037082995,UBB;UBC
GO_Biological_Process_2021,hydrogen peroxide catabolic process (GO:0042744),2/21,0.0098836778157016,0.0500862037082995,GPX1;PRDX1
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),2/21,0.0098836778157016,0.0500862037082995,DDIT4;RPS27L
GO_Biological_Process_2021,sterol transport (GO:0015918),2/21,0.0098836778157016,0.0500862037082995,MSR1;NPC2
GO_Biological_Process_2021,positive regulation of lipid storage (GO:0010884),2/21,0.0098836778157016,0.0500862037082995,MSR1;PLIN2
GO_Biological_Process_2021,positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707),2/21,0.0098836778157016,0.0500862037082995,JUN;NR4A3
