Term,tag %,gene %,fdr,es,nes,lead_genes
ZNF41 human tf ARCHS4 coexpression,30/30,85.24%,0.999943067,-0.149730562,-0.443454129,COG3;ABHD5;NEDD1;SOS2;TNNT1;RNF169;ZNF592;NCOA2;KIAA0368;CEP120;PIK3CA;TMEM38A;PADI2;STRN;UBR3;HERC1;BCL2L2;KIF13A;GABPA;EHBP1L1;SLC25A12;MAP3K2;WDR26;TRIM39;ATP11B;PPTC7;FOXJ3;CAPN3;MINPP1;SP3
HAND2 human tf ARCHS4 coexpression,16/16,83.03%,1,-0.171133231,-0.460624168,ATP2B4;SHC1;UBAP2L;UBFD1;CDC42EP3;H1FX;FOXK2;ZNF512;THBS3;SLC4A2;WIZ;SENP3;UBE2H;HGF;TRIOBP;RHOQ
ZBTB33 human tf ARCHS4 coexpression,Aug-41,19.22%,0.997321869,-0.15755842,-0.51179986,ARHGAP19;MAP3K1;ZNF770;BBS10;NEDD1;ELMOD2;RNF38;CCDC117
SOHLH1 human tf ARCHS4 coexpression,27-Jan,2.55%,0.998554733,-0.166276519,-0.51323356,NRGN
PRDM15 human tf ARCHS4 coexpression,20-Aug,28.50%,0.997605892,-0.204038892,-0.529830763,ING1;WDPCP;PSD4;USP42;ZNF333;MAPKAPK5;RICTOR;MTMR9
SOX13 human tf ARCHS4 coexpression,22/22,80.67%,0.997428978,-0.195318496,-0.537826128,ZP3;TTLL4;UNKL;KMT2B;DVL3;PLCB3;CMTM4;SLC25A29;IPO8;PPP1R37;SPINT1;MTMR3;TNRC18;TJP2;DAG1;HAP1;TET3;F11R;MGRN1;EXTL3;PRLR;MFGE8
ZRSR1 human tf ARCHS4 coexpression,23-Apr,15.33%,0.997290349,-0.196551869,-0.54557851,QPCT;SOX4;SLC39A9;TNFSF14
FOXJ3 human tf ARCHS4 coexpression,17/50,29.72%,0.998316541,-0.167346877,-0.548210419,KIAA1468;SETD1B;MED14;KDM3B;HTT;ANKRD52;YEATS2;UBAP2L;SEC16A;RNF169;KMT2B;HIPK1;ZNF592;MED13L;CIC;NCOA2;BRD1
THAP1 human tf ARCHS4 coexpression,21-Jan,2.13%,0.999617917,-0.199274732,-0.548637938,H2AFZ
PRDM13 human tf ARCHS4 coexpression,20-Aug,27.09%,1,-0.195137497,-0.548965834,DUS1L;UBE2M;NCLN;E2F3;CHCHD10;DHX37;LRP3;SCO2
PLXNB1 human tf ARCHS4 coexpression,14/52,26.94%,0.999754883,-0.151796977,-0.561515137,ACAP3;NISCH;SH3GLB2;TUBGCP6;GIGYF1;TNK2;PTOV1;EPHX1;SEC16A;BTBD2;LRP3;ATRN;TMEM259;CIC
BOLA1 human tf ARCHS4 coexpression,23-May,15.22%,1,-0.197659511,-0.566003463,GRK6;ORAI1;CFP;BCL7C;ESRRA
CUL3 human tf ARCHS4 coexpression,Feb-29,5.33%,1,-0.207340548,-0.570404616,HSPH1;PPP2R5A
ZC3H11A human tf ARCHS4 coexpression,21/64,29.79%,0.999893247,-0.162778347,-0.577348076,EDEM3;MAP3K1;SIAH2;ATP2B4;LPGAT1;KDM3B;ZDHHC20;SPOPL;TLK2;SEC16A;SOS2;RNF169;HIPK1;RICTOR;VCPIP1;MED13L;AHSA2;KDM7A;MIB1;NCOA2;PUM2
ZNF837 human tf ARCHS4 coexpression,Nov-39,23.52%,1,-0.187184938,-0.579277248,LMO2;SLPI;CENPB;TMEM129;SRSF9;NPEPL1;TPCN1;CLTB;DHX37;GLI4;SLC38A10
ZNF304 human tf ARCHS4 coexpression,27-Jul,21.92%,1,-0.196935773,-0.582821244,ZP3;FBXO30;TSPAN2;GORAB;RNF38;TCL1A;DHX37
ZNF200 human tf ARCHS4 coexpression,16-Mar,11.83%,1,-0.223254835,-0.588276483,ZNF548;WDPCP;KCNE1
ZNF134 human tf ARCHS4 coexpression,16-May,25.34%,1,-0.222495397,-0.5888115,ZNF770;ZNF682;SECISBP2;TRAPPC13;ZMYM1
ZC3H14 human tf ARCHS4 coexpression,19-Jul,28.23%,1,-0.211658465,-0.590357308,AMMECR1;WDPCP;USP33;KANSL1L;MAPKAPK5;ZMYM1;MTRNR2L12
TRIM32 human tf ARCHS4 coexpression,20-Oct,34.89%,1,-0.21941429,-0.594461467,MYB;PLA2G16;PIK3R4;MICALL1;DUSP28;BBS2;TOR1B;KIAA0368;TMEM159;SLC27A3
ZNF236 human tf ARCHS4 coexpression,24/53,33.45%,1,-0.182372624,-0.594483235,MTRNR2L1;MAP3K1;ZNF407;SETD1B;USP33;PPM1A;NCOA6;RNF38;BRPF3;TLK2;YEATS2;RNF169;HIPK1;RICTOR;MED13L;KDM7A;USP25;DHX57;NCOA2;RNF217;ARAP2;BRWD3;ZNF335;AGO4
VAX2 human tf ARCHS4 coexpression,18-Mar,14.00%,1,-0.197065343,-0.599957935,CENPB;DGKQ;BCL7C
ZNF563 human tf ARCHS4 coexpression,31-May,17.73%,1,-0.2013479,-0.601806755,SLC44A1;ZDHHC2;RMND5A;CARS2;PHKA2
MEF2D human tf ARCHS4 coexpression,34/106,27.36%,1,-0.150111194,-0.603793939,SUN2;RBM38;PIK3CD;ATP2A3;SYVN1;RNF166;GYS1;SETD1B;ATXN7L3;PTK2B;UPF1;PPP1R12C;HTT;TNK2;ESRRA;FOSB;CLCN7;MBD6;TPCN1;ANKRD52;REXO1;ZBTB7B;SEC16A;MYO1G;BTBD2;FAM65A;TFEB;KMT2B;NBEAL2;TMEM259;ZNF592;CIC;ENGASE;CCDC88B
NEUROG2 human tf ARCHS4 coexpression,29-Sep,23.40%,1,-0.192314316,-0.603917758,CCNG2;CKAP4;SOX4;TSHZ3;ZCCHC24;PAXBP1;ZNF266;FIG4;MARCH9
ZNF793 human tf ARCHS4 coexpression,18/18,78.20%,1,-0.219923372,-0.610594877,WDPCP;ZNF333;MAPKAPK5;ZNF169;SAG;AC025335.1;PTGR2;TMEM105;FBXL20;KIAA1328;TMEM116;SENP7;C2CD3;C5AR2;ARMC10;ZNF320;RP11-111M22.2;KCNJ15
NCOR1 human tf ARCHS4 coexpression,May-34,13.05%,1,-0.195603943,-0.612069293,MTRNR2L1;LRIG2;WDPCP;RALGAPA2;ZNF407
ALX4 human tf ARCHS4 coexpression,19-Jun,22.22%,1,-0.228851126,-0.615523119,RNPEP;PTOV1;ANKRD52;CCDC117;SMG5;UBFD1
CUX2 human tf ARCHS4 coexpression,15-Mar,20.17%,1,-0.222415934,-0.617603191,ENC1;ZBTB18;TMOD2
OVOL1 human tf ARCHS4 coexpression,17-Apr,19.94%,1,-0.256998819,-0.619481949,CSTB;ESRRA;CLTB;SERINC2
EOMES human tf ARCHS4 coexpression,16-Feb,7.84%,1,-0.232430447,-0.620488481,SLC2A3;METTL22
ZNF275 human tf ARCHS4 coexpression,29/29,79.07%,1,-0.212004617,-0.620712172,DTX3L;CLCN7;ABCA7;STXBP5;PGP;COMTD1;TK2;IPO8;GABBR1;DCTN4;NAGLU;MARK4;ZNF12;FAM193B;MCM9;ZNF467;UBE2O;TOP3B;FAM168A;S100Z;CMTR1;MAF;VILL;JAK2;PPTC7;SPG11;MGRN1;ASXL1;SEC31B
ZHX3 human tf ARCHS4 coexpression,Jun-52,9.47%,1,-0.18724774,-0.621596815,FAM168B;ZP3;ATP2B4;ZBTB47;TRAM2;CENPB
NFIX human tf ARCHS4 coexpression,Dec-42,27.78%,1,-0.187777255,-0.632936622,ACAP3;SCD5;ZBTB47;CENPB;OLIG1;TNK2;ZCCHC24;BTBD2;CRTC1;CIC;FAM219A;PINK1
ZNF696 human tf ARCHS4 coexpression,24-May,20.05%,1,-0.208938309,-0.633250142,RNF24;RPA4;DPY19L3;SDHAF1;MIER2
BDP1 human tf ARCHS4 coexpression,24-Oct,28.27%,1,-0.228306999,-0.634885573,WDPCP;USP33;TTC21B;RNF169;KANSL1L;MAPKAPK5;RICTOR;MIB1;MTRNR2L12;USP25
MAFK human tf ARCHS4 coexpression,27/98,24.73%,1,-0.157611565,-0.637190302,SUN2;KLF13;DUS1L;CENPB;AKT1S1;TOR4A;SH3GLB2;ATXN7L3;UPF1;PPP1R12C;TNK2;ESRRA;CLCN7;TPCN1;ANKRD52;REXO1;ADAM15;ZBTB7B;RXRA;NPLOC4;SEC16A;SMG5;BTBD2;PNPLA2;SLC38A10;KMT2B;REPIN1
ZNF219 human tf ARCHS4 coexpression,19/54,30.71%,1,-0.178467683,-0.639383664,CENPB;GSK3A;SH3GLB2;TMEM129;GIGYF1;PPP1R12C;PTOV1;NCLN;TRAPPC12;HOMER3;BTBD2;PNPLA2;LRP3;REPIN1;TMEM259;CIC;FZD2;CSNK1G2;PLCB3
ZBTB6 human tf ARCHS4 coexpression,May-36,12.90%,1,-0.20560607,-0.639899067,UBC;LMBRD2;SLC30A1;BBS10;RMND5A
DLX4 human tf ARCHS4 coexpression,28-Oct,24.77%,1,-0.214892391,-0.642486694,DUS1L;TTLL12;AKT1S1;GSK3A;ANKRD52;SDCCAG3;UBAP2L;SMG5;KMT2B;GATAD2A
TEAD1 human tf ARCHS4 coexpression,29-Sep,22.22%,1,-0.213792813,-0.64448143,VCL;CKAP4;ATP2B4;TRAM2;WWC2;SHC1;ANKRD52;ZCCHC24;UBFD1
GATAD2B human tf ARCHS4 coexpression,22/58,29.79%,1,-0.179544918,-0.650299364,MKI67;FAM168B;SESN3;GSK3A;SETD1B;KDM3B;HTT;NCOA6;MBD6;UBAP2L;SEC16A;PHF21A;RNF169;TAF4;KMT2B;ZNF592;MED13L;CIC;NOTCH1;NCOA2;BRD1;PUM2
ZNF318 human tf ARCHS4 coexpression,14/56,20.85%,1,-0.190828091,-0.658188366,MKI67;LY75;PIK3CD;KLF13;SYVN1;SETD1B;PTK2B;PSD4;HTT;HLA-DQB1;REXO1;CUL9;SEC16A;MYO1G
ZNF25 human tf ARCHS4 coexpression,23-Apr,20.17%,1,-0.224092169,-0.659530614,ENC1;SCD5;RTN3;TMOD2
RERE human tf ARCHS4 coexpression,15/49,25.11%,1,-0.181540013,-0.661540434,SLC9A1;ACAP3;ZBTB47;ACPP;NISCH;SETD1B;PPP1R12C;PTOV1;MBD6;REXO1;BRPF3;SEC16A;BTBD2;KMT2B;MS4A14
ZNF343 human tf ARCHS4 coexpression,16-Jul,28.31%,1,-0.257238856,-0.662017524,FRY;TSHZ3;BBS10;FIG4;MED23;PWWP2A;CRKL
PRDM12 human tf ARCHS4 coexpression,15-Apr,28.08%,1,-0.254586848,-0.663798502,LIN7A;ZBTB18;LRP3;SYNJ2
ZMAT1 human tf ARCHS4 coexpression,30-Jan,0.95%,1,-0.216232142,-0.664409016,FOS
PRDM4 human tf ARCHS4 coexpression,23/69,26.03%,1,-0.192802432,-0.665610037,UBC;FAM168B;MCMBP;KIAA1468;EPG5;SETD1B;ATXN7L3;ACVR1;KDM3B;UPF1;HTT;ANKRD52;REXO1;RNF38;TLK2;NPC1;SEC16A;SMG5;RNF169;GATAD2A;HIPK1;ZNF592;MED13L
MBD4 human tf ARCHS4 coexpression,19-Feb,5.48%,1,-0.243990098,-0.676349635,RNF24;SIDT1
GSX1 human tf ARCHS4 coexpression,22-Jun,16.97%,1,-0.226611307,-0.677511741,CCNG2;SOX4;ZNF548;ZNF441;FGD3;RECQL5
ZNF787 human tf ARCHS4 coexpression,28/100,25.72%,1,-0.174609112,-0.681885825,STXBP2;GRK6;DUS1L;NADK;CENPB;AKT1S1;GSK3A;PHC2;TOR4A;ATXN7L3;UPF1;UBE2M;PPP1R12C;ESRRA;CLCN7;NCLN;REXO1;GTPBP6;ZBTB7B;RXRA;SMG5;BTBD2;SLC38A10;KMT2B;REPIN1;GATAD2A;MBOAT7;TMEM259
FGD1 human tf ARCHS4 coexpression,28-Nov,28.96%,1,-0.218192161,-0.683360115,VCL;CKAP4;TRAM2;PTOV1;SHC1;ANKRD52;UBFD1;LRP3;LDOC1L;FZD2;DVL3
ZC3H4 human tf ARCHS4 coexpression,Nov-55,17.58%,1,-0.190519088,-0.69114006,MKI67;HNRNPH1;ZDHHC2;ING1;PGGT1B;SETD1B;GIGYF1;CBX6;RECQL5;REXO1;GLTSCR1
SLC30A9 human tf ARCHS4 coexpression,30-Oct,24.09%,1,-0.243152062,-0.692960214,PPP2R5A;FAM217B;ACSS2;ZDHHC17;ATPAF1;KLHL12;ELMOD2;SPAST;MED23;MAPKAPK5
ZNF154 human tf ARCHS4 coexpression,15-Mar,11.42%,1,-0.265440845,-0.696781114,RWDD2A;LRIG2;WDPCP
GPATCH8 human tf ARCHS4 coexpression,14/46,28.35%,0.999754526,-0.222348352,-0.698797333,MKI67;MT-ND2;SETD1B;KDM3B;HTT;NCOA6;BRPF3;TLK2;UBAP2L;KMT2B;ZNF592;MED13L;CIC;ATP11A
TBX3 human tf ARCHS4 coexpression,13/41,20.78%,1,-0.212267409,-0.699356746,CKAP4;ATP2B4;TRAM2;ACPP;AKT1S1;CALR;CITED2;SHC1;ANKRD52;COPG1;SEC23A;SERINC2;SEC16A
PLXNA2 human tf ARCHS4 coexpression,26-Jun,20.17%,1,-0.227854744,-0.702291093,ENC1;ACAP3;KBTBD11;ZBTB18;ANKRD50;TMOD2
KLF15 human tf ARCHS4 coexpression,21-Aug,19.82%,1,-0.269113307,-0.703351509,HP;RHOB;ASGR1;ZBTB47;OLIG1;GPAM;EPHX1;ZCCHC24
NPAS1 human tf ARCHS4 coexpression,15/37,24.39%,0.998916364,-0.225777958,-0.707417741,DUS1L;TTLL12;AKT1S1;UBE2M;PTOV1;LONP1;NCLN;PIGQ;MIER2;CHCHD10;SMG5;DHX37;BTBD2;LRP3;PGP
PLXNA3 human tf ARCHS4 coexpression,22/61,29.26%,1,-0.191812114,-0.708006069,ACAP3;SH3GLB2;RGL2;DGKQ;TUBGCP6;GIGYF1;PPP1R12C;PTOV1;CLK2;MBD6;ANKRD52;GLTSCR1;DEAF1;CUL9;SEC16A;MARCH9;KMT2B;CIC;TBX19;F8A1;DVL3;ZDHHC8
ATOH8 human tf ARCHS4 coexpression,Jul-34,13.01%,1,-0.226059797,-0.708363853,RHOB;CKAP4;ATP2B4;ZBTB47;TRAM2;CENPB;OLIG1
FOXK1 human tf ARCHS4 coexpression,22/62,27.13%,1,-0.190366221,-0.709704301,FAM168B;TBC1D10B;HDAC4;CENPB;TUBGCP6;SETD1B;GIGYF1;UPF1;HTT;ANKRD52;REXO1;CUL9;NPLOC4;YEATS2;SEC16A;RNF169;MICALL1;KMT2B;GATAD2A;ZNF592;CIC;NOTCH1
CDC5L human tf ARCHS4 coexpression,21-Jan,0.88%,1,-0.257086099,-0.711965343,SERPINB10
FOXN3 human tf ARCHS4 coexpression,Apr-41,6.35%,0.99901795,-0.228736913,-0.715600383,EMB;SUN2;MAP3K1;KLF13
SOX8 human tf ARCHS4 coexpression,27-Jun,15.07%,0.996982647,-0.237431276,-0.718673655,DGCR2;ACAP3;SCD5;ZBTB47;ITPK1;TNK2
ZNF131 human tf ARCHS4 coexpression,Nov-34,24.09%,0.998040141,-0.234616653,-0.719179861,PPP2R5A;FAM217B;ACSS2;FLOT2;SAP30L;ATPAF1;KLHL12;ZNF552;SPAST;KANSL1L;MAPKAPK5
ZNF704 human tf ARCHS4 coexpression,22-Jun,20.17%,0.998867062,-0.247539684,-0.720079697,ENC1;SCD5;SOX4;ZBTB18;ANKRD50;TMOD2
ZNF230 human tf ARCHS4 coexpression,15-Jan,1.83%,0.999717848,-0.262587352,-0.720643882,TSC22D3
FOXO4 human tf ARCHS4 coexpression,31/120,19.37%,0.99858797,-0.190750914,-0.723360418,MNDA;STXBP2;SUN2;RBM38;RPS6KA1;GRK6;KLF13;ZBTB47;CFP;NADK;IL17RA;RNF166;FLOT2;HBB;ITPK1;ATXN7L3;PTK2B;UPF1;FRAT2;FGD3;PPP1R12C;TNK2;ESRRA;FRAT1;TECPR2;REXO1;ZBTB7B;FPR2;PIM1;RXRA;SNAI3
HOXD13 human tf ARCHS4 coexpression,20-Sep,24.77%,0.997817674,-0.269372161,-0.72551015,DUS1L;TTLL12;SRSF9;UBE2M;SDCCAG3;SMG5;DHX37;LRP3;GATAD2A
ATF2 human tf ARCHS4 coexpression,14/35,31.62%,0.998328527,-0.233621912,-0.726414614,STMN1;FAM217B;SOX4;ZDHHC17;KLHL12;RTN3;SPAST;ZNF248;FBXO3;FBXO11;CDK17;ATP6V0A1;KIAA1715;TRIM23
ZNF324 human tf ARCHS4 coexpression,13/48,25.65%,0.9977911,-0.204981438,-0.728272386,KIAA1468;SH3GLB2;SETD1B;GIGYF1;NCLN;GTPBP6;CUL9;SMG5;DHX37;VPS18;UNKL;KMT2B;ARMC5
NRK human tf ARCHS4 coexpression,20-Aug,24.85%,0.998088916,-0.265727871,-0.729345767,WWC2;TECPR2;TIGD2;PIP5K1B;INPP5A;CCDC117;RASA1;VPS54
ELK4 human tf ARCHS4 coexpression,Jun-63,7.65%,0.998774547,-0.198470528,-0.729917992,EMB;NLRC5;LY75;MAP3K1;KLF13;DTX3L
ZBTB22 human tf ARCHS4 coexpression,37/97,30.21%,0.999914405,-0.183651885,-0.730222077,STXBP2;SUN2;GRK6;KLF13;ARHGEF11;NADK;CENPB;AKT1S1;GSK3A;PHC2;SH3GLB2;RGL2;ATXN7L3;UPF1;HDAC7;PPP1R12C;TNK2;CLCN7;REXO1;ZBTB7B;RXRA;CUL9;SIPA1;BTBD2;PNPLA2;SLC38A10;ABCA7;MBOAT7;NBEAL2;TMEM259;CIC;TYK2;ZDHHC8;LAMP1;CSNK1G2;ZDHHC7;PBXIP1
CCDC71 human tf ARCHS4 coexpression,26/89,24.77%,0.999742628,-0.186166013,-0.731371184,RPS6KA1;GRK6;DUS1L;RNPEP;CENPB;AKT1S1;ATXN7L3;CALR;UPF1;UBE2M;PPP1R12C;ESRRA;CLCN7;NCLN;ANKRD52;REXO1;ADAM15;ZBTB7B;SEC16A;SMG5;NLRX1;DHX37;BTBD2;PXN;REPIN1;GATAD2A
