Term,tag %,gene %,fdr,es,nes,lead_genes
KLF10 human tf ARCHS4 coexpression,29/67,16.48%,0.009590604,0.494764753,1.774945548,RGS2;HLA-DPA1;KLF6;ZFP36;FOS;MCL1;HLA-DRA;NFKBIZ;CD74;KLF4;IER5;FOSB;NR4A2;MAP3K8;VMP1;CHMP1B;NFKBIA;NR4A1;TRIB1;ARRDC2;UBC;CREBRF;ANXA1;SGK1;GADD45B;OTUD1;CD83;EGR1;BTG2
ETS1 human tf ARCHS4 coexpression,31/97,18.30%,0.009695219,0.461725416,1.773808814,CTSS;FGL2;TXNIP;KLF2;GIMAP4;MPEG1;FAM65B;GIMAP8;MCL1;ITGAL;CDC42SE1;RASA3;MAP3K3;MYO1G;LFNG;SSH2;MAP3K1;NLRP1;PPP1R9B;RASSF3;KLF13;GIMAP6;HECA;GIMAP5;STK38;IL4R;SPATA13;RNF166;TECPR1;RNPEPL1;PTK2B
IRF8 human tf ARCHS4 coexpression,24/60,18.30%,0.00997636,0.486526026,1.772237644,CST3;HLA-DPA1;MPEG1;HLA-DPB1;HLA-DQA1;FGD2;HLA-DQB1;HLA-DRA;CD74;HLA-DRB1;PLEKHO1;HERPUD1;MAP3K8;MYO1G;SLC15A3;TNF;PPP1R9B;KLF13;TLR7;CD83;IL4R;MS4A1;STXBP2;PTK2B
ZNF75D human tf ARCHS4 coexpression,20/58,16.51%,0.010253177,0.494611669,1.769608113,FGL2;PDK4;FAM65B;MCL1;USP15;DPYD;ARHGAP24;RNF149;LRRK2;ZNF217;TLR1;SSH2;MAP3K1;UBR2;GIMAP6;GIMAP5;SP3;SP2;SPATA13;SPG11
ZNF831 human tf ARCHS4 coexpression,26/94,14.04%,0.010233385,0.45710251,1.768607867,CTSS;JUNB;TXNIP;KLF2;GIMAP4;FAM65B;EVI2A;GIMAP8;CD52;ITGAL;CDC42SE1;DPEP2;GIMAP7;RASA3;MAP3K3;MYO1G;LFNG;SSH2;MAP3K1;NLRP1;RASSF3;KLF13;GIMAP6;HECA;GIMAP5;STK38
JUN human tf ARCHS4 coexpression,33/84,16.48%,0.010213893,0.455627053,1.768021711,MS4A7;JUNB;DUSP1;KLF6;KLF2;ZFP36;RHOB;FOS;ZFP36L1;MCL1;NFKBIZ;IRS2;KLF4;TNFAIP3;ARHGEF40;IER5;FOSB;NR4A2;PPP1R15A;HSPA6;NR4A1;INSIG1;TRIB1;CXCR4;SGK1;IER2;GADD45B;OTUD1;CEBPD;IER5L;EGR1;SPATA13;BTG2
HLA-DQB2 human tf ARCHS4 coexpression,16-Jul,7.31%,0.011692219,0.66559031,1.755237912,DUSP1;HLA-DPA1;HLA-DPB1;HLA-DQB1;CD74;CHMP1B;NFKBIA
TCF7 human tf ARCHS4 coexpression,28/89,18.30%,0.013777322,0.452142441,1.742970209,JUNB;TXNIP;KLF2;GIMAP4;FAM65B;GIMAP8;ITGAL;CDC42SE1;TNFAIP3;RIN3;DPEP2;RASA3;MAP3K3;MYO1G;LFNG;SSH2;SH3TC1;NLRP1;KLF13;GIMAP6;HECA;GIMAP5;STK38;SPATA13;RNF166;TECPR1;RNPEPL1;PTK2B
GLI1 human tf ARCHS4 coexpression,32/92,21.23%,0.013788755,0.471973813,1.741167921,FCGR3A;P2RY13;KLF2;FAM65B;MCL1;FPR1;LILRB3;TMEM154;MAP3K3;RNF149;LRRK2;TLR4;TLR1;SSH2;TLR6;NCF1;TREM1;NFAM1;GIMAP6;CECR1;ABTB1;FRAT1;TLR8;SEC14L1;NADK;CSF2RB;RASGRP4;MEFV;MNDA;SLC25A37;SLC6A6;VCL
SP3 human tf ARCHS4 coexpression,28/102,11.30%,0.014926553,0.451685887,1.72866258,CTSS;CLEC7A;FGL2;TXNIP;VCAN;OGFRL1;CHST15;MCL1;USP15;BACH1;DPYD;PELI1;TMEM154;MAP3K3;RNF149;LRRK2;TLR4;PLXNC1;ZNF217;TLR1;SSH2;MAP3K1;TLR6;RAB8B;DMXL2;TREM1;RASSF3;KLF13
SLC22A4 human tf ARCHS4 coexpression,30/66,21.46%,0.015488586,0.479009041,1.723558449,CFP;P2RY13;TLR2;C5AR1;FPR1;SECTM1;LILRB3;RNF149;TLR4;TLR1;IL1R2;SPI1;NCF1;SIGLEC14;LILRA6;TREM1;NFAM1;CCDC170;ABTB1;FRAT1;TLR8;NADK;CSF2RB;RASGRP4;MNDA;STK40;SLC25A37;SLC6A6;EPB42;CCDC151
PBX4 human tf ARCHS4 coexpression,15/46,16.70%,0.016153493,0.507354467,1.720363551,JUNB;TNFRSF1B;KLF2;ITGAL;FAM110A;RASA3;PPP1R15A;MYO1G;RAB8B;GIMAP5;UBE2H;CD101;SLC44A2;SPATA13;RNF166
PAX5 human tf ARCHS4 coexpression,16/56,11.30%,0.016037281,0.495422009,1.720231478,HLA-DPA1;HLA-DQA1;FGD2;FAM65B;HLA-DQB1;TNFRSF8;HLA-DRA;KCNJ2;CD74;BIRC3;HLA-DRB1;MYO1G;ENTPD1;CXCR4;PPP1R9B;KLF13
IKZF5 human tf ARCHS4 coexpression,30-Nov,13.58%,0.016634054,0.588307439,1.715200983,TSC22D3;KLF6;FOS;NFKBIZ;ARL4A;TNFAIP3;PELI1;CSGALNACT2;CXCR4;CCR2;SPOPL
MBNL3 human tf ARCHS4 coexpression,22/92,8.68%,0.018417605,0.462432307,1.704248223,CTSS;SERPINA1;FGL2;FAM65B;GIMAP8;CHST15;MCL1;USP15;RABGAP1L;BACH1;DPYD;RGS18;TMEM154;RNF149;LRRK2;TLR4;PLXNC1;JAK2;TLR1;SSH2;MAP3K1;TLR6
SCML4 human tf ARCHS4 coexpression,20/64,14.19%,0.018395796,0.489269051,1.703178096,TSC22D3;DUSP1;TXNIP;KLF6;ZFP36;GIMAP4;FOS;FAM65B;CD52;ITGAL;CDC42SE1;TNFAIP3;TMEM154;NFKBIA;LTB;CXCR4;GIMAP6;CCR2;GIMAP5;CD300LF
RUNX3 human tf ARCHS4 coexpression,28/90,18.30%,0.01949925,0.439449757,1.698515243,TNFRSF1B;KLF2;MPEG1;TNFRSF8;ITGAL;CDC42SE1;TNFAIP3;HLA-DRB1;RIN3;IRF9;PLEKHO1;RASA3;SH3BP2;NLRP1;SPI1;PLEKHO2;PPP1R9B;KLF13;MX2;GIMAP6;GADD45B;TLR7;IL4R;RNF166;UNC13D;RNPEPL1;STXBP2;PTK2B
PLXND1 human tf ARCHS4 coexpression,25/94,15.41%,0.020906562,0.462791365,1.69006287,TYROBP;MAFB;CD68;CYBB;CD163;SLC43A2;C3AR1;C1QA;CTSL;CTSB;C1QC;CEBPB;VSIG4;SLC15A3;SH3TC1;FAM198B;PLEKHO2;PPP1R9B;CD14;PLD3;PPM1F;ECE1;NPL;CD93;TMEM127
ZNF331 human tf ARCHS4 coexpression,16/46,17.85%,0.021924649,0.506213967,1.684591098,JUNB;PDK4;ZFP36;FOS;TNFAIP3;FOSB;MAP3K8;CHMP1B;NR4A1;CXCR4;RASGEF1B;RIN2;JMJD1C;EGR1;BTG2;FAM76A
RBM22 human tf ARCHS4 coexpression,24/61,19.41%,0.02177448,0.472314325,1.684451002,TYROBP;TNFRSF1B;MCL1;RIN3;DPEP2;PPP1R15A;MAP3K8;MYO1G;SLCO3A1;LTB;OSCAR;UBC;SPI1;TRAFD1;HECA;STK38;SP2;CD83;UNC13D;STXBP2;HS1BP3;FBXL3;IFNGR2;HLX
ZBTB17 human tf ARCHS4 coexpression,31/94,19.79%,0.021886913,0.443334945,1.682294903,TYROBP;CD68;TNFRSF1B;SLC43A2;TLR2;SLC2A6;ITGAX;TNFAIP2;C5AR1;RIN3;PLEKHO1;CEBPB;LILRB3;MYO1G;SLCO3A1;SLC15A3;OSCAR;SPI1;PLEKHO2;PPP1R9B;CD14;IER3;PLAUR;CD83;NDOR1;TECPR1;RNPEPL1;STXBP2;IFNGR2;HLX;STK40
VDR human tf ARCHS4 coexpression,17/52,15.41%,0.022981259,0.49782856,1.677122714,LGALS2;CD68;CXCL16;HLA-DPB1;SLC43A2;HLA-DRB1;CTSB;C1QC;SECTM1;CEBPB;CCR1;SLC15A3;PLEKHO2;CD14;PLAUR;ZBTB7B;TMEM127
ZHX2 human tf ARCHS4 coexpression,45/91,31.09%,0.02462645,0.435861064,1.670672948,RNF144B;TNFRSF1B;KLF2;MPEG1;FAM65B;ZFP36L1;CHST15;TNFAIP2;RIN3;SOD2;CEBPB;SSH2;MAP3K1;DIRC2;ARRDC2;PPP1R9B;RASSF3;KLF13;IL4R;BTG2;RNPEPL1;CHMP4B;STK40;ATP11A;KIAA0430;TGFBR2;KDM7A;TCL1A;PARP12;NFKB1;MOB3A;RNF44;EHBP1L1;WWP1;TFEB;PPM1M;KDM6B;PTPRJ;RELB;NLRC5;ICAM1;CD79A;SLC9A8;BCL6;GAK
TSC22D3 human tf ARCHS4 coexpression,29/92,14.19%,0.025330454,0.451305376,1.667009597,JUNB;CFP;TXNIP;KLF6;KLF2;ZFP36;FOS;FGD2;FAM65B;CD74;CDC42SE1;TNFAIP3;RIN3;DPEP2;IRF9;IFITM2;PPP1R15A;RNF149;NFKBIA;ARRDC2;NLRP1;CXCR4;NFAM1;IER2;GIMAP6;CD244;GIMAP5;ABTB1;CD300LF
IKZF3 human tf ARCHS4 coexpression,18/72,9.09%,0.025517822,0.454715182,1.66461433,TXNIP;GIMAP4;HLA-DQA1;FGD2;FAM65B;TNFRSF8;GIMAP8;ITGAL;CDC42SE1;BIRC3;RIN3;IRF9;MYO1G;ENTPD1;SSH2;MAP3K1;TLR6;NLRP1
STAT3 human tf ARCHS4 coexpression,46/104,28.58%,0.026609879,0.447149674,1.659489835,CTSS;TNFRSF1B;TXNIP;TNFSF10;GIMAP8;CHST15;MCL1;RXRA;TNFAIP2;IRF9;SECTM1;LILRB3;MAP3K3;RNF149;ACSL1;TLR4;TLR1;STAT2;KLF13;ECE1;ZBTB7B;CEBPD;TLR8;TMEM127;TMEM164;RGL2;NADK;RNPEPL1;STXBP2;CSF2RB;STK40;SLC6A6;TGFBR2;ZSWIM8;AQP9;DNM2;PARP12;PICALM;NFKB1;EHBP1L1;ZDHHC7;KDM6B;PTPRJ;RELB;PNPLA6;NLRC5
ZNF655 human tf ARCHS4 coexpression,24/81,16.70%,0.026936639,0.460064761,1.656925644,CTSS;TXNIP;MPEG1;FGD2;FAM65B;CX3CR1;MCL1;NFKBIZ;USP15;ITGAL;CDC42SE1;MYO1G;SH3BP2;SAMSN1;SSH2;MAP3K1;NLRP1;CXCR4;KLF13;HECA;GIMAP5;MS4A1;SPG11;RNF166
FOXO1 human tf ARCHS4 coexpression,21/56,17.85%,0.028950417,0.477297196,1.649171053,TXNIP;KLF2;FAM65B;GIMAP8;TIMP1;RABGAP1L;FKBP5;SSH2;MAP3K1;CREBRF;RASSF3;KLF13;RIN2;SKIL;HSPBAP1;HECA;GIMAP5;JMJD1C;IL4R;BTG2;FAM76A
MAX human tf ARCHS4 coexpression,26/62,22.07%,0.029060172,0.487229357,1.647924948,CTSS;CFP;P2RY13;MPEG1;FAM65B;GIMAP8;RABGAP1L;DPEP2;DPYD;PLEKHO1;RASA3;RGS18;LILRB3;TLR1;TM6SF1;MAP3K7CL;ABTB1;TLR8;UNC13D;STXBP2;CSF2RB;CATSPER1;STK40;VCL;MOB3C;GAS2L1
SOX7 human tf ARCHS4 coexpression,23-Nov,25.23%,0.029217626,0.566302238,1.64658372,RHOB;SDCBP;ITPRIPL2;GLTP;CD93;TMEM255B;THBD;TGFBR2;CALCRL;RAP2B;AC025335.1
BCL11B human tf ARCHS4 coexpression,27/86,17.24%,0.029665829,0.434193582,1.643405213,JUNB;TXNIP;KLF2;GIMAP4;FAM65B;GIMAP8;NFKBIZ;USP15;ITGAL;CDC42SE1;TNFAIP3;RASA3;TMEM154;PAG1;SSH2;MAP3K1;NLRP1;KLF13;GIMAP6;HECA;GIMAP5;STK38;MAF;AAK1;SPATA13;RNF166;TECPR1
YOD1 human tf ARCHS4 coexpression,34/78,24.77%,0.031223482,0.479865766,1.638143633,RGS2;FGL2;CYBB;FAM65B;MCL1;USP15;BACH1;DPYD;TMEM154;ARHGAP24;RNF149;LRRK2;PLXNC1;JAK2;TLR1;SSH2;MAP3K1;TLR6;UBR2;CPEB4;JMJD1C;SP3;GPCPD1;TLR8;MNDA;SLC25A37;EPB42;TBCEL;KIAA0430;KDM7A;KLF3;DDX60L;PICALM;STXBP5
TSC22D4 human tf ARCHS4 coexpression,40/115,19.90%,0.04663702,0.428685968,1.592158195,FCGR3A;CFP;TNFRSF1B;KLF2;ITGAX;RIN3;DPEP2;AMPD2;FPR1;SECTM1;LILRB3;MAP3K3;MYO1G;LFNG;NACC2;OSCAR;ARRDC2;NLRP1;SPI1;NCF1;IQSEC1;PLEKHO2;NFAM1;PPP1R9B;KLF13;OLIG1;CAMTA2;ABTB1;ZBTB7B;NDOR1;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;STK40;FAM78A
RORA human tf ARCHS4 coexpression,23/74,17.09%,0.04993636,0.439081559,1.584074562,FGL2;TXNIP;FAM65B;NFKBIZ;USP15;ITGAL;TNFAIP3;TMEM154;RNF149;PAG1;SH3BP2;SSH2;MAP3K1;NLRP1;CREBRF;CPEB4;HECA;GIMAP5;MAF;GLTP;AAK1;SPG11;CLIP4
TIPARP human tf ARCHS4 coexpression,25/83,14.16%,0.053527777,0.42671713,1.575077379,KLF6;ZFP36;MCL1;NFKBIZ;KLF4;TNFAIP3;IER5;BACH1;FOSB;SGMS2;CDKN1A;MAP3K8;CHMP1B;NFKBIA;CHP1;TRIB1;UBC;B4GALT1;ADAM17;ANXA1;SGK1;IER3;GADD45B;ITGAV;PLAUR
NFATC2 human tf ARCHS4 coexpression,19/82,13.55%,0.064546128,0.409268763,1.552915834,TSC22D3;JUNB;TXNIP;KLF2;GIMAP4;FAM65B;CX3CR1;GIMAP8;ITGAL;CDC42SE1;TNFAIP3;RASA3;MYO1G;SSH2;NLRP1;RASSF3;KLF13;CD244;GIMAP5
ZXDC human tf ARCHS4 coexpression,Sep-58,9.70%,0.068708794,0.410432074,1.543970099,TYROBP;FCGR3A;CXCL16;KLF2;CX3CR1;RIN3;TMEM154;JAK2;ADAM17
ZNF182 human tf ARCHS4 coexpression,19/47,20.78%,0.070905591,0.472295613,1.538119273,RGS2;TXNIP;FAM65B;CLEC10A;USP15;CDC42SE1;JAZF1;RNF149;SSH2;MAP3K1;NLRP1;NBPF10;SPOPL;TLR8;MS4A1;CSF2RB;MNDA;MAST3;KDM1B
EGR3 human tf ARCHS4 coexpression,15/37,20.36%,0.075397099,0.462585252,1.530203051,ZFP36L1;NFKBIZ;IRS2;FOSB;NR4A2;ZNF513;ADAP1;CAMTA2;OTUD1;CD83;REPS2;EGR1;BTG2;HSPA1L;NLRP3
NR4A1 human tf ARCHS4 coexpression,22/79,16.48%,0.077527138,0.412244108,1.526262254,JUNB;KLF6;ZFP36;RHOB;FOS;ZFP36L1;MCL1;NFKBIZ;IRS2;KLF4;IER5;NR4A2;JUN;TRIB1;SGK1;GADD45B;AGER;OTUD1;CEBPD;TOM1L2;EGR1;BTG2
ADAR human tf ARCHS4 coexpression,25/114,15.18%,0.084493969,0.377073915,1.514165371,P2RY13;FAM65B;GIMAP8;CHST15;MCL1;APOBEC3A;CDC42SE1;IFIT3;FPR1;SECTM1;LILRB3;MAP3K3;MYO1G;TLR1;SSH2;NCF1;NFAM1;PPP1R9B;RASSF3;KLF13;MX2;CECR1;ABTB1;ZBTB7B;TLR8
JUND human tf ARCHS4 coexpression,33/130,18.30%,0.090374712,0.37721651,1.504545816,TSC22D3;JUNB;KLF6;KLF2;ZFP36;RHOB;FOS;MCL1;NFKBIZ;ITGAL;IRS2;KLF4;TNFAIP3;NR4A2;MYO1G;SH3BP2;JUN;NR4A1;ARRDC2;NLRP1;IQSEC1;CXCR4;PPP1R9B;KLF13;ARL8A;HECA;GLTSCR1;CEBPD;BTG2;RNF166;TECPR1;RNPEPL1;PTK2B
HOXA5 human tf ARCHS4 coexpression,25-Jun,7.19%,0.093375529,0.532972097,1.497361695,TSC22D3;DUSP1;KLF6;FOS;FOSB;CHMP1B
ZNF317 human tf ARCHS4 coexpression,Jun-34,8.98%,0.102108887,0.481195071,1.483606481,HLA-DRB5;HLA-DPB1;HLA-DRA;MAP3K8;MYO1G;UBC
ZNF394 human tf ARCHS4 coexpression,Oct-42,8.94%,0.101556557,0.458814382,1.483596665,TSC22D3;JUNB;EVI2A;MCL1;CD52;NFKBIZ;TNFAIP3;MAP3K8;MYO1G;ARRDC2
ZNF524 human tf ARCHS4 coexpression,31/102,20.24%,0.101634172,0.379169673,1.482522952,TYROBP;FCGR3A;CFP;TNFRSF1B;RXRA;RIN3;DPEP2;SECTM1;CEBPB;LILRB3;LFNG;OSCAR;SPI1;NCF1;PLEKHO2;NFAM1;PTGES2;ABTB1;ZBTB7B;CEBPD;RNF166;RGL2;UNC13D;NADK;STXBP2;CHMP4B;RFX1;ESRRA;STK40;FAM78A;RILP
PBX2 human tf ARCHS4 coexpression,35/119,20.47%,0.103526364,0.374215816,1.479423779,CFP;P2RY13;CHST15;MCL1;RXRA;CDC42SE1;DPEP2;AMPD2;FPR1;LILRB3;MAP3K3;NLRP1;SPI1;NCF1;IQSEC1;NFAM1;PPP1R9B;KLF13;PPM1F;ABTB1;ZBTB7B;TLR8;NDOR1;RNF166;RGL2;NADK;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MNDA;STK40;ENGASE;FAM78A;SLC6A6
HIVEP1 human tf ARCHS4 coexpression,22/70,16.78%,0.103811893,0.409261515,1.478333414,BCL2A1;HLA-DQA1;TNFRSF8;NFKBIZ;BIRC3;TNFAIP3;BACH1;SOD2;SGMS2;WDFY3;ENTPD1;SSH2;MAP3K1;CREBRF;DMXL2;TLR7;RNF111;JMJD1C;CD83;SPATA13;SPG11;SIPA1L1
SP2 human tf ARCHS4 coexpression,38/99,29.53%,0.107027005,0.388543742,1.473006516,CFP;TNFRSF1B;KLF2;ITGAL;CDC42SE1;RIN3;DPEP2;RASA3;LILRB3;MAP3K3;SPI1;NCF1;NFAM1;PPP1R9B;CAMTA2;ABTB1;ZBTB7B;NDOR1;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;STK40;TLE3;DNM2;MOB3A;RNF44;PLCB2;EHBP1L1;TFEB;PPM1M;KDM6B;NLRC5;ABCA7;RP11-206L10.2
ZBTB43 human tf ARCHS4 coexpression,23/34,36.26%,0.107028249,0.482437002,1.472083151,NFKBIZ;MAP3K8;ATP2B1;RASGEF1B;CPEB4;HECA;ZNF333;JMJD1C;GPCPD1;CD83;FAM76A;NLRP3;FCAR;PNPLA8;SNIP1;SELK;PTBP2;MTF1;WTAP;EXOSC6;FAM214A;PER2;TSPYL1
MEF2A human tf ARCHS4 coexpression,Dec-39,16.21%,0.109453114,0.439418014,1.468258103,OGFRL1;VSIG4;SAMD4A;WDFY3;SORT1;RHOQ;GAS7;KLF13;CAMTA2;TOM1L2;PADI2;SETD7
BACH2 human tf ARCHS4 coexpression,15/40,24.58%,0.109526786,0.459659778,1.467012435,KLF2;FAM65B;KCNJ2;ITGAL;PAG1;SSH2;NLRP1;CXCR4;ZNF333;IL4R;MS4A1;GFOD1;TCL1A;RAB12;RAPGEF6
HIF1A human tf ARCHS4 coexpression,34/71,27.66%,0.116147367,0.387718237,1.457773684,VCAN;MCL1;NFKBIZ;LGALS1;BACH1;DPYD;SGMS2;CSGALNACT2;ATP2B1;B4GALT1;ADAM17;THBS1;IER3;DAB2;ITPRIPL2;ECE1;ITGAV;PLAUR;EXT1;GALNT10;GRAMD1B;CDC42EP3;SLC6A6;ADAMTS2;VCL;ACSL4;CPD;IL6ST;PICALM;NFKB1;PTGS2;ITPRIP;GPX8;METRNL
EGR1 human tf ARCHS4 coexpression,13/46,12.56%,0.118225809,0.436873612,1.454541276,ZFP36;TMEM176B;FOS;ZFP36L1;MARCKS;GCH1;FOSB;NR4A2;CHMP1B;JUN;NR4A1;RIN2;CPEB4
TSHZ3 human tf ARCHS4 coexpression,25/53,30.86%,0.118207469,0.409155548,1.453529709,MAFB;ARHGEF40;C5AR1;WDFY3;RHOQ;PLEKHO2;TBL1X;ZC2HC1A;DAB2;EPHB2;EXT1;HIPK2;TECPR2;SNX27;MRVI1;CDC42EP3;ADAMTS2;SIRPB1;GPX8;METRNL;R3HDM2;GLT1D1;TMEM170B;MTF1;TSC1
ETS2 human tf ARCHS4 coexpression,53/110,29.15%,0.127196637,0.381886194,1.442761565,MS4A7;CD68;CXCL16;TNFRSF1B;TLR2;C1QA;C1QB;MCL1;NFKBIZ;KLF4;HLA-DRB1;C1QC;CEBPB;MAP3K8;SLC15A3;TREM1;SGK1;KLF13;IER3;PLAUR;ZBTB7B;CEBPD;CD93;TMEM127;UNC13D;MMP19;STXBP2;THBD;CHMP4B;ESRRA;HBEGF;HLX;ENGASE;RILP;NLRP3;TGFBR2;IRAK3;DNM2;PARP12;NFKB1;EHBP1L1;LIPN;PTGS2;MAP2K3;ITPKC;C2;ITPRIP;METRNL;KDM6B;RELB;PNPLA6;PNRC1;ICAM1
KLF15 human tf ARCHS4 coexpression,21-Jun,12.10%,0.126669015,0.534448739,1.442553671,SERPINA1;RHOB;METTL7A;TMEM176A;OLIG1;ASGR1
STAT5A human tf ARCHS4 coexpression,39/90,29.15%,0.126688352,0.379413062,1.441820964,TYROBP;CTSS;TNFRSF1B;TNFAIP2;HLA-DRB1;RIN3;LILRB3;MYO1G;SAMSN1;SLC15A3;OSCAR;TNF;SPI1;PLEKHO2;KLF13;PPM1F;MX2;RNF166;STXBP2;PTK2B;NUP214;CSF2RB;HLX;STK40;FAM78A;RILP;DNM2;PARP12;PICALM;NFKB1;PLCB2;EHBP1L1;TFEB;PPM1M;RELB;NLRC5;ABCA7;PNRC1;ICAM1
BARHL1 human tf ARCHS4 coexpression,25-Sep,21.35%,0.129481795,0.488613762,1.437875626,CDKN1C;PPP2R5B;JUN;GAS7;KIAA0513;GABBR1;GDI1;GRAMD1B;KLC1
MAF human tf ARCHS4 coexpression,Nov-37,16.93%,0.131545055,0.470478857,1.435317196,JUNB;ZFP36L1;C1QB;CX3CR1;ITGAL;VSIG4;GPR34;OTUD1;GLTP;ADORA3;SMPDL3A
CEBPA human tf ARCHS4 coexpression,31/96,19.90%,0.132685022,0.363294147,1.433472292,TYROBP;SERPINA1;CD68;C1QA;RXRA;CD36;METTL7A;TMEM176A;C1QC;CEBPB;CCR1;ACSL1;SLC15A3;SPI1;PLEKHO2;KLF13;ITGAM;PQLC1;NPL;ZBTB7B;CEBPD;TMEM127;ADORA3;TMEM164;EPHX1;RNPEPL1;STXBP2;ESRRA;STK40;ENGASE;FAM78A
SPIB human tf ARCHS4 coexpression,Sep-35,8.18%,0.132712695,0.462519949,1.43271865,HLA-DPA1;HLA-DPB1;HLA-DQA1;FGD2;HLA-DQB1;CD74;HLA-DRB1;ENTPD1;SH3TC1
RUNX2 human tf ARCHS4 coexpression,Oct-41,7.31%,0.134199202,0.444992226,1.429652687,TSC22D3;DUSP1;HLA-DPB1;CD74;BACH1;HERPUD1;RNF149;LPAR6;CHMP1B;NFKBIA
RGS6 human tf ARCHS4 coexpression,18/27,35.24%,0.136274833,0.469426144,1.427283722,SLC1A3;RABGAP1L;RGS18;TM6SF1;KIAA0513;MAP3K7CL;CA2;CATSPER1;GAS2L1;ABAT;MARCH2;RPH3A;RNF11;CDKN2D;NRGN;ZGLP1;ZNF185;PPBP
ZBTB37 human tf ARCHS4 coexpression,24/55,27.55%,0.139371508,0.409482871,1.422647006,HLA-DQA1;FAM65B;USP15;RABGAP1L;WDFY3;TMEM154;LRRK2;SSH2;MAP3K1;ALPK1;DMXL2;UBR2;JMJD1C;AAK1;SPG11;INSR;GK5;GPR155;NAIP;KDM7A;FBXL20;ZFYVE16;XAF1;XRN1
NR1H2 human tf ARCHS4 coexpression,26/82,20.24%,0.138725411,0.377464133,1.422573716,CST3;JUNB;TNFRSF1B;S100A4;CD74;HLA-DRB1;RIN3;IRF9;CEBPB;MYO1G;OSCAR;ARRDC2;SPI1;PLEKHO2;PPP1R9B;KLF13;PQLC1;ABTB1;ZBTB7B;TMEM127;UNC13D;RNPEPL1;STXBP2;ESRRA;STK40;RILP
SSH1 human tf ARCHS4 coexpression,16/50,22.30%,0.143206186,0.407797516,1.416708252,KCNJ2;CDC42SE1;SAMD4A;B4GALT1;THBS1;DAB2;ITPRIPL2;ZNF333;EXT1;GALNT10;HIPK2;CDC42EP3;SULT1A1;ADAMTS2;DCUN1D3;TGFBR2
KLF12 human tf ARCHS4 coexpression,19/74,16.51%,0.143494664,0.385841101,1.415461206,TXNIP;KLF2;FAM65B;GIMAP8;ITGAL;CDC42SE1;TNFAIP3;DPYD;RASA3;PAG1;SSH2;MAP3K1;NLRP1;CXCR4;HECA;GIMAP5;AAK1;SPATA13;SPG11
ZGPAT human tf ARCHS4 coexpression,13/70,11.04%,0.150026371,0.381088828,1.407519597,TYROBP;TNFRSF1B;KLF2;FGD2;SLC43A2;CDC42SE1;GIMAP7;CEBPB;MYO1G;OSCAR;SPI1;PPP1R9B;IER2
IGHM human tf ARCHS4 coexpression,18/53,18.30%,0.150316193,0.414229749,1.406020715,HLA-DPA1;KLF2;HLA-DPB1;FGD2;HLA-DQB1;CD74;HLA-DRB1;RIN3;IRF9;MYO1G;NCF1;PPP1R9B;KLF13;TLR7;IL4R;MS4A1;RNPEPL1;PTK2B
ZNF575 human tf ARCHS4 coexpression,Jul-34,3.42%,0.151925174,0.458494023,1.403531785,LGALS2;GIMAP4;HLA-DPB1;CLEC10A;HLA-DQB1;CD52;CD74
PRDM2 human tf ARCHS4 coexpression,34/75,30.67%,0.152086411,0.384227181,1.402823897,FAM65B;NFKBIZ;TNFAIP3;RABGAP1L;PELI1;MYO1G;SSH2;MAP3K1;NLRP1;IQSEC1;KLF13;HECA;SPOPL;JMJD1C;GPCPD1;CD83;IL4R;BTG2;SIPA1L1;PTK2B;KIAA0430;KDM7A;DNAH1;MOB3A;TFEB;SIDT1;XRN1;KDM6B;NLRC5;R3HDM2;PPP1R16B;CD79A;RICTOR;KIAA1551
ARNT human tf ARCHS4 coexpression,20/75,16.51%,0.16498773,0.390403979,1.388765567,TSC22D3;TXNIP;FOS;RXRA;IL15;DPYD;FKBP5;SSH2;MAP3K1;ALPK1;STAT2;UBR2;RASSF3;CTSO;DAB2;GIMAP6;SPOPL;CD300LF;BTG2;SPG11
LEF1 human tf ARCHS4 coexpression,20/81,14.04%,0.169908106,0.358858909,1.38366028,TXNIP;KLF2;GIMAP4;FAM65B;GIMAP8;ITGAL;CDC42SE1;GIMAP7;RASA3;MYO1G;SSH2;SH3TC1;MAP3K1;NLRP1;RASSF3;KLF13;GIMAP6;HECA;GIMAP5;STK38
CREB3 human tf ARCHS4 coexpression,17-May,13.93%,0.173750512,0.515621565,1.379684578,LGALS1;PRELID1;CDKN1A;PLD3;SELM
MITF human tf ARCHS4 coexpression,Nov-39,14.35%,0.175772499,0.431291664,1.376714492,CD68;CTSL;CTSB;SAMD4A;OSTM1;SORT1;SDCBP;RHOQ;SGK1;DAB2;NPL
GSX2 human tf ARCHS4 coexpression,17-Jul,9.21%,0.175057569,0.537458658,1.376611964,CKB;SLC1A3;MARCKS;CREB5;PPP1R15A;SDCBP;RAB8B
