TF,fdr,nes,es,tag %,gene %,lead_genes
MYC KD HUMAN GSE22139 CREEDSID GENE 712 DOWN,0.000429182272746781,2.0398639121088618,0.8619328790323888,13/18,8.69%,FABP5;HSPE1;PTTG1;CYCS;HIST1H4C;CKS2;LDHA;UBE2C;MIF;PNP;PPIF;UBE2S;YRDC
EZH2 SIRNA MCF7 HUMAN GSE76271 RNASEQ UP,0.0004377659182017166,2.0466470630738582,0.7964550534519389,12/23,8.27%,TUBA1B;HSPE1;MKI67;CENPF;ASPM;TOP2A;UBE2C;HSP90AA1;HSPH1;TRIM28;UBE2S;DNAJB1
RELA KD HUMAN GSE1676 CREEDSID GENE 1787 UP,0.00044669991653236384,2.0467530952443567,0.791277935061896,16/25,10.80%,HSPE1;PTTG1;CYCS;HIST1H4C;CKS2;LDHA;HSP90AA1;TXN;MIF;HSPH1;GLA;PPIF;ATP1B3;UBE2S;BASP1;TFRC
NEUROG3 OE MOUSE GSE3653 CREEDSID GENE 2290 UP,0.00045600616479345477,2.0477680282701725,0.7776984095321835,7/24,4.63%,STMN1;PPP1R14A;FABP5;DDIT4;LDHA;TRH;PMP22
ZNF589 SIRNA T47D HUMAN GSE79586 RNASEQ DOWN,0.0004657084236188475,2.0478024878587933,0.7250419031529987,15/40,8.85%,TUBA1B;STMN1;CALR;CKS2;MKI67;CENPF;ASPM;TOP2A;UBE2C;KIF11;LMNB1;KRT8;ATP1B3;DNAJB1;H2AFX
TRPS1 MUTATION MOUSE GSE33766 CREEDSID GENE 621 DOWN,0.0004758325197844746,2.0503344543017046,0.7417887880961223,19/31,12.16%,FABP5;HSPE1;CALR;CKS2;DDIT4;LDHA;UBE2C;EIF4A3;MIF;PMP22;SERPINH1;EIF4E;KIF22;FSTL1;ATP1B3;ALYREF;BASP1;PET100;TSC22D1
FOXO1 KO MOUSE GSE18308 CREEDSID GENE 1168 DOWN,0.00048640657577968515,2.054193770804378,0.734688432179434,17/36,10.58%,TUBA1B;STMN1;CYCS;CALR;CKS2;MKI67;ASPM;UBE2C;HSP90AA1;PMP22;TRIM28;XIST;FSTL1;UBE2S;H2AFX;FSCN1;BASP1
EZH2 SHRNA PROE HUMAN GSE59089 RNASEQ DOWN,0.0004900364755989365,2.0105198918705756,0.9051315892889926,10/16,4.90%,TUBA1B;STMN1;HSPE1;CYCS;TOP2A;LDHA;HSP90AA1;TXN;HSPH1;TRIM28
NRL DEFICIENCY MOUSE GSE8972 CREEDSID GENE 656 UP,0.0004974612706837688,2.0637216807911845,0.8175349977049761,13/27,5.27%,TUBA1B;STMN1;PTTG1;CKS2;LDHA;HSP90AA1;KIF11;HIST1H1C;HSPH1;LMNB1;PNP;SERPINH1;XIST
HOXA11 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP,0.0004974612706837688,2.0126448961844683,0.6546901385815813,21/49,12.74%,TUBA1B;STMN1;HLA-DRB1;CYCS;CALR;DDIT4;MKI67;LDHA;UBE2C;LMNB1;TRIM28;SERPINH1;PPIF;ADAM8;H2AFX;TFRC;NFKBIA;ITGA3;PLAU;INSIG1;ASNS
NKX25 SHRNA H1 HUMAN GSE69618 DAY6 RNASEQ DOWN,0.0005051145210019807,2.013567923649228,0.8431773791192035,11/20,7.11%,TUBA1B;CYCS;HIST1H4C;CENPF;TOP2A;HIST1H1D;HIST1H1B;HIST1H1E;HIST1H1C;KRT8;FSTL1
SOX17 OE HUMAN GSE10809 CREEDSID GENE 151 DOWN,0.0005090301374438565,2.0640227634291035,0.8124317748204501,13/22,12.74%,HSPE1;PTTG1;CYCS;LDHA;EIF4A3;MIF;PNP;PMAIP1;ORC3;RAB13;UBE2S;TFRC;ASNS
